fecha,valordemanda
2014-03-11,748784.623
2014-03-12,748306.798
2014-03-13,748403.472
2014-03-14,748490.572
2014-03-15,666820.66
2014-03-16,605510.401
2014-03-17,706893.326
2014-03-18,720392.997
2014-03-19,700306.678
2014-03-20,717372.041
2014-03-21,721361.744
2014-03-22,654330.3
2014-03-23,604403.702
2014-03-24,732683.358
2014-03-25,754953.669
2014-03-26,761473.373
2014-03-27,745577.372
2014-03-28,748277.72
2014-03-29,682437.321
2014-03-30,600475.645
2014-03-31,727905.042
2014-04-01,737347.957
2014-04-02,744269.706
2014-04-03,746006.295
2014-04-04,736254.344
2014-04-05,652680.7
2014-04-06,589577.188
2014-04-07,695245.653
2014-04-08,708460.074
2014-04-09,707245.888
2014-04-10,699405.903
2014-04-11,702090.736
2014-04-12,634639.561
2014-04-13,575829.276
2014-04-14,672606.871
2014-04-15,686222.998
2014-04-16,676455.071
2014-04-17,599027.422
2014-04-18,544232.57
2014-04-19,571007.538
2014-04-20,545741.747
2014-04-21,602651.961
2014-04-22,675742.025
2014-04-23,681691.573
2014-04-24,697692.061
2014-04-25,699581.948
2014-04-26,637368.45
2014-04-27,578188.988
2014-04-28,675926.405
2014-04-29,698324.827
2014-04-30,695055.117
2014-05-01,574575.225
2014-05-02,620746.391
2014-05-03,605799.623
2014-05-04,563664.444
2014-05-05,678581.394
2014-05-06,700899.003
2014-05-07,706480.5
2014-05-08,707922.031
2014-05-09,706395.755
2014-05-10,640171.174
2014-05-11,587449.9
2014-05-12,695267.242
2014-05-13,711132.734
2014-05-14,711151.12
2014-05-15,694727.591
2014-05-16,695090.039
2014-05-17,624012.76
2014-05-18,571279.083
2014-05-19,684319.597
2014-05-20,704588.066
2014-05-21,709090.721
2014-05-22,703358.653
2014-05-23,700012.32
2014-05-24,628243.358
2014-05-25,569622.835
2014-05-26,682808.633
2014-05-27,701665.843
2014-05-28,709293.309
2014-05-29,704659.272
2014-05-30,695194.962
2014-05-31,628458.786
2014-06-01,570459.912
2014-06-02,680127.856
2014-06-03,705315.564
2014-06-04,710840.59
2014-06-05,714428.153
2014-06-06,719598.706
2014-06-07,651054.546
2014-06-08,594001.1
2014-06-09,695755.662
2014-06-10,730675.884
2014-06-11,743742.652
2014-06-12,755973.426
2014-06-13,763738.696
2014-06-14,691018.064
2014-06-15,616603.553
2014-06-16,719717.78
2014-06-17,736727.57
2014-06-18,735254.731
2014-06-19,717735.19
2014-06-20,727282.919
2014-06-21,664238.054
2014-06-22,605838.269
2014-06-23,701972.887
2014-06-24,680244.322
2014-06-25,714180.092
2014-06-26,727495.923
2014-06-27,732733.703
2014-06-28,671599.382
2014-06-29,599219.522
2014-06-30,709384.072
2014-07-01,738828.38
2014-07-02,733416.836
2014-07-03,723903.938
2014-07-04,723073.489
2014-07-05,668110.741
2014-07-06,609012.899
2014-07-07,709438.257
2014-07-08,732924.748
2014-07-09,740894.607
2014-07-10,736845.994
2014-07-11,736331.096
2014-07-12,665522.41
2014-07-13,607863.605
2014-07-14,740013.561
2014-07-15,774549.831
2014-07-16,788510.034
2014-07-17,800559.18
2014-07-18,790138.96
2014-07-19,688624.963
2014-07-20,612444.817
2014-07-21,736483.244
2014-07-22,762384.029
2014-07-23,776315.533
2014-07-24,777999.547
2014-07-25,752272.121
2014-07-26,689878.73
2014-07-27,634345.75
2014-07-28,753592.234
2014-07-29,744029.631
2014-07-30,739438.679
2014-07-31,737284.896
2014-08-01,737038.784
2014-08-02,651413.372
2014-08-03,597324.006
2014-08-04,710793.302
2014-08-05,726353.852
2014-08-06,736462.426
2014-08-07,743800.071
2014-08-08,744185.284
2014-08-09,675697.669
2014-08-10,622028.312
2014-08-11,719703.477
2014-08-12,729530.778
2014-08-13,719962.27
2014-08-14,692043.576
2014-08-15,616751.139
2014-08-16,620528.912
2014-08-17,584367.241
2014-08-18,694600.423
2014-08-19,709096.183
2014-08-20,709018.588
2014-08-21,707447.671
2014-08-22,700464.322
2014-08-23,637480.379
2014-08-24,596161.607
2014-08-25,730035.596
2014-08-26,768276.771
2014-08-27,782273.226
2014-08-28,784172.839
2014-08-29,775992.203
2014-08-30,691082.776
2014-08-31,638636.845
2014-09-01,778790.882
2014-09-02,803363.027
2014-09-03,803213.103
2014-09-04,799256.18
2014-09-05,788357.848
2014-09-06,702137.108
2014-09-07,642464.737
2014-09-08,745773
2014-09-09,778421.73
2014-09-10,777482.505
2014-09-11,751047.102
2014-09-12,757652.324
2014-09-13,687134.739
2014-09-14,625503.13
2014-09-15,741544.623
2014-09-16,756979.059
2014-09-17,755732.793
2014-09-18,752204.378
2014-09-19,744218.202
2014-09-20,661288.957
2014-09-21,600603.67
2014-09-22,711972.766
2014-09-23,714485.623
2014-09-24,705019.45
2014-09-25,704637.635
2014-09-26,697647.703
2014-09-27,624697.843
2014-09-28,575457.322
2014-09-29,690435.259
2014-09-30,709826.821
2014-10-01,714064.77
2014-10-02,717561.452
2014-10-03,711051.716
2014-10-04,631367.272
2014-10-05,576257.192
2014-10-06,691943.828
2014-10-07,709369.087
2014-10-08,715166.444
2014-10-09,701558.009
2014-10-10,697842.76
2014-10-11,622894.809
2014-10-12,568324.924
2014-10-13,654652.308
2014-10-14,690566.675
2014-10-15,705737.402
2014-10-16,713003.18
2014-10-17,707804.807
2014-10-18,627354.575
2014-10-19,572647.461
2014-10-20,688350.281
2014-10-21,712557.792
2014-10-22,709666.144
2014-10-23,698960.95
2014-10-24,693647.197
2014-10-25,615969.293
2014-10-26,586118.583
2014-10-27,681830.356
2014-10-28,701313.473
2014-10-29,704081.251
2014-10-30,701310.494
2014-10-31,689902.975
2014-11-01,592120.779
2014-11-02,562296.742
2014-11-03,686661.959
2014-11-04,707574.61
2014-11-05,711354.232
2014-11-06,721662.945
2014-11-07,717917.652
2014-11-08,643608.31
2014-11-09,594079.328
2014-11-10,713074.407
2014-11-11,752054.982
2014-11-12,743684.759
2014-11-13,744476.189
2014-11-14,737407.517
2014-11-15,658288.863
2014-11-16,612074.312
2014-11-17,733306.928
2014-11-18,762040.183
2014-11-19,755972.839
2014-11-20,747959.875
2014-11-21,735381.225
2014-11-22,651824.608
2014-11-23,603944.969
2014-11-24,716054.161
2014-11-25,737669.252
2014-11-26,740264.502
2014-11-27,748019.971
2014-11-28,743819.741
2014-11-29,662124.415
2014-11-30,613854.362
2014-12-01,724739.746
2014-12-02,747877.765
2014-12-03,759550.215
2014-12-04,765030.7
2014-12-05,762082.321
2014-12-06,680680.733
2014-12-07,645546.386
2014-12-08,663497.965
2014-12-09,789891.172
2014-12-10,805466.642
2014-12-11,801245.381
2014-12-12,798581.383
2014-12-13,718255.603
2014-12-14,673964.346
2014-12-15,786582.135
2014-12-16,797482.263
2014-12-17,791700.031
2014-12-18,779850.308
2014-12-19,764888.035
2014-12-20,693995.289
2014-12-21,647729.271
2014-12-22,744153.119
2014-12-23,746444.197
2014-12-24,671027.425
2014-12-25,573804.533
2014-12-26,659867.764
2014-12-27,664621.8
2014-12-28,637615.045
2014-12-29,732058.162
2014-12-30,745075.701
2014-12-31,695786.437
2015-01-01,603961.474
2015-01-02,715038.679
2015-01-03,698648.512
2015-01-04,663533.254
2015-01-05,714784.323
2015-01-06,640502.59
2015-01-07,797756.388
2015-01-08,825171.274
2015-01-09,814974.325
2015-01-10,730111.554
2015-01-11,677864.576
2015-01-12,798385.956
2015-01-13,808843.601
2015-01-14,808917.954
2015-01-15,805493.97
2015-01-16,806819.56
2015-01-17,737370.835
2015-01-18,705750.634
2015-01-19,832362.441
2015-01-20,854993.657
2015-01-21,858827.193
2015-01-22,852352.418
2015-01-23,840300.824
2015-01-24,755029.505
2015-01-25,691396.043
2015-01-26,820201.525
2015-01-27,828540.004
2015-01-28,822819.394
2015-01-29,817268.3
2015-01-30,800560.346
2015-01-31,722197.352
2015-02-01,683673.435
2015-02-02,828262.167
2015-02-03,846036.506
2015-02-04,864074.151
2015-02-05,861302.699
2015-02-06,865557.073
2015-02-07,788806.462
2015-02-08,722720.341
2015-02-09,848776.346
2015-02-10,855151.057
2015-02-11,844145.344
2015-02-12,837363.267
2015-02-13,815588.837
2015-02-14,731921.206
2015-02-15,666364.522
2015-02-16,781256.148
2015-02-17,808815.061
2015-02-18,805298.458
2015-02-19,800595.235
2015-02-20,800551.083
2015-02-21,723076.713
2015-02-22,667165.755
2015-02-23,785999.9
2015-02-24,804965.856
2015-02-25,799906.96
2015-02-26,785077.042
2015-02-27,767747.309
2015-02-28,688925.369
2015-03-01,632398.66
2015-03-02,740931.84
2015-03-03,748029.863
2015-03-04,759198.992
2015-03-05,766393.373
2015-03-06,759165.523
2015-03-07,672167.186
2015-03-08,620213.043
2015-03-09,735652.229
2015-03-10,746131.443
2015-03-11,741747.056
2015-03-12,737807.726
2015-03-13,742091.977
2015-03-14,683933.3
2015-03-15,639038.519
2015-03-16,756961.293
2015-03-17,773881.322
2015-03-18,778774.68
2015-03-19,725746.383
2015-03-20,748690.134
2015-03-21,692449.444
2015-03-22,643671.461
2015-03-23,770191.421
2015-03-24,788329.454
2015-03-25,783474.768
2015-03-26,774783.358
2015-03-27,747182.605
2015-03-28,658008.983
2015-03-29,569315.019
2015-03-30,688471.645
2015-03-31,695789.839
2015-04-01,686214.746
2015-04-02,607005.552
2015-04-03,552208.451
2015-04-04,582323.752
2015-04-05,556138.649
2015-04-06,610002.313
2015-04-07,691830.242
2015-04-08,713967.196
2015-04-09,721531.788
2015-04-10,715078.518
2015-04-11,648069.159
2015-04-12,591230.202
2015-04-13,687032.209
2015-04-14,705415.927
2015-04-15,715115.209
2015-04-16,715549.262
2015-04-17,706799.691
2015-04-18,634399.738
2015-04-19,582136.363
2015-04-20,687436.748
2015-04-21,701522.293
2015-04-22,699561.995
2015-04-23,687646.922
2015-04-24,692397.06
2015-04-25,634923.747
2015-04-26,587983.225
2015-04-27,692629.422
2015-04-28,700042.293
2015-04-29,703500.731
2015-04-30,704052.471
2015-05-01,578718.608
2015-05-02,600618.52
2015-05-03,579556.659
2015-05-04,696814.532
2015-05-05,712692.424
2015-05-06,709631.066
2015-05-07,709582.216
2015-05-08,713394.661
2015-05-09,645342.918
2015-05-10,592540.844
2015-05-11,708205.572
2015-05-12,733578.843
2015-05-13,744739.728
2015-05-14,759692.327
2015-05-15,715045.092
2015-05-16,648700.189
2015-05-17,596728.288
2015-05-18,712910.507
2015-05-19,725028.289
2015-05-20,709020.734
2015-05-21,704145.347
2015-05-22,703305.968
2015-05-23,638600.423
2015-05-24,580677.024
2015-05-25,690496.615
2015-05-26,711059.817
2015-05-27,718112.337
2015-05-28,727169.773
2015-05-29,718625.882
2015-05-30,646373.913
2015-05-31,593332.959
2015-06-01,706587.156
2015-06-02,738775.926
2015-06-03,747469.967
2015-06-04,730593.034
2015-06-05,742351.461
2015-06-06,678371.769
2015-06-07,620985.501
2015-06-08,745772.122
2015-06-09,757972.236
2015-06-10,757784.264
2015-06-11,743655.657
2015-06-12,726783.339
2015-06-13,649586.247
2015-06-14,589719.277
2015-06-15,700468.742
2015-06-16,708043.32
2015-06-17,718026.337
2015-06-18,728234.631
2015-06-19,739870.471
2015-06-20,677987.663
2015-06-21,623496.304
2015-06-22,746978.305
2015-06-23,749632.438
2015-06-24,709073.974
2015-06-25,756207.487
2015-06-26,773092.054
2015-06-27,718758.663
2015-06-28,668290.933
2015-06-29,802343.029
2015-06-30,825913.225
2015-07-01,818165.82
2015-07-02,807298.837
2015-07-03,813047.623
2015-07-04,735000.465
2015-07-05,690986.862
2015-07-06,833841.194
2015-07-07,866486.534
2015-07-08,861343.857
2015-07-09,842680.316
2015-07-10,830759.229
2015-07-11,740508.641
2015-07-12,681004.161
2015-07-13,824914.33
2015-07-14,849611.333
2015-07-15,854102.621
2015-07-16,852063.23
2015-07-17,849281.647
2015-07-18,753322.967
2015-07-19,684999.194
2015-07-20,841224.942
2015-07-21,865146.926
2015-07-22,856068.072
2015-07-23,851979.445
2015-07-24,843688.292
2015-07-25,730897.456
2015-07-26,673201.906
2015-07-27,816558.257
2015-07-28,833869.765
2015-07-29,844723.001
2015-07-30,819958.886
2015-07-31,779003.323
2015-08-01,680361.086
2015-08-02,635796.261
2015-08-03,774254.262
2015-08-04,786083.344
2015-08-05,794417.385
2015-08-06,793688.217
2015-08-07,801217.924
2015-08-08,711363.27
2015-08-09,636476.179
2015-08-10,744364.123
2015-08-11,762740.052
2015-08-12,767721.94
2015-08-13,753532.812
2015-08-14,713319.001
2015-08-15,621537.814
2015-08-16,594535.379
2015-08-17,697936.416
2015-08-18,706652.476
2015-08-19,709229.608
2015-08-20,731671.914
2015-08-21,745031.982
2015-08-22,675418.314
2015-08-23,614465.919
2015-08-24,710603.426
2015-08-25,735562.748
2015-08-26,752911.303
2015-08-27,764243.524
2015-08-28,768622.78
2015-08-29,700909.286
2015-08-30,653032.965
2015-08-31,782342.091
2015-09-01,781600.481
2015-09-02,773137.955
2015-09-03,755240.694
2015-09-04,732691.965
2015-09-05,645794.998
2015-09-06,591063.167
2015-09-07,699849.007
2015-09-08,702432.005
2015-09-09,722409.942
2015-09-10,728505.804
2015-09-11,701623.09
2015-09-12,652086.767
2015-09-13,599682.057
2015-09-14,703998.29
2015-09-15,721881.88
2015-09-16,731468.57
2015-09-17,716961.823
2015-09-18,709624.619
2015-09-19,641702.928
2015-09-20,590658.05
2015-09-21,709595.849
2015-09-22,729247.244
2015-09-23,725527.873
2015-09-24,716022.639
2015-09-25,713482.173
2015-09-26,641495.081
2015-09-27,588066.446
2015-09-28,699250.72
2015-09-29,712306.712
2015-09-30,709938.298
2015-10-01,710340.362
2015-10-02,710143.781
2015-10-03,637119.214
2015-10-04,591918.854
2015-10-05,714002.393
2015-10-06,721391.469
2015-10-07,712141.884
2015-10-08,708634.682
2015-10-09,689071.367
2015-10-10,624383.868
2015-10-11,577053.306
2015-10-12,591151.662
2015-10-13,693736.095
2015-10-14,702326.943
2015-10-15,701629.47
2015-10-16,702415.798
2015-10-17,634734.343
2015-10-18,585855.092
2015-10-19,701795.134
2015-10-20,714150.506
2015-10-21,708063.51
2015-10-22,706492.648
2015-10-23,705365.625
2015-10-24,632451.637
2015-10-25,606248.24
2015-10-26,698714.377
2015-10-27,714045.704
2015-10-28,712968.78
2015-10-29,713797.41
2015-10-30,705347.426
2015-10-31,631421.414
2015-11-01,577443.778
2015-11-02,662810.755
2015-11-03,713156.063
2015-11-04,717848.047
2015-11-05,712966.18
2015-11-06,709440.852
2015-11-07,631290.114
2015-11-08,580730.06
2015-11-09,682737.263
2015-11-10,708284.438
2015-11-11,712159.923
2015-11-12,714782.597
2015-11-13,714253.807
2015-11-14,635005.213
2015-11-15,590681.619
2015-11-16,710388.594
2015-11-17,732321.9
2015-11-18,734600.621
2015-11-19,729865.477
2015-11-20,727648.544
2015-11-21,658982.079
2015-11-22,621390.199
2015-11-23,761047.095
2015-11-24,792667.153
2015-11-25,786283.895
2015-11-26,777027.662
2015-11-27,765601.74
2015-11-28,688310.998
2015-11-29,640782.551
2015-11-30,771609.629
2015-12-01,790099.773
2015-12-02,791699.766
2015-12-03,783002.667
2015-12-04,771917.122
2015-12-05,695778.905
2015-12-06,640414.626
2015-12-07,677337.078
2015-12-08,648186.832
2015-12-09,756864.691
2015-12-10,773300.04
2015-12-11,773033.866
2015-12-12,701968.104
2015-12-13,657019.376
2015-12-14,776425.684
2015-12-15,780963.44
2015-12-16,772292.239
2015-12-17,770585.858
2015-12-18,755427.25
2015-12-19,688717.004
2015-12-20,640402.405
2015-12-21,744705.501
2015-12-22,753394.497
2015-12-23,737145.724
2015-12-24,649621.947
2015-12-25,552928.567
2015-12-26,609671.374
2015-12-27,607423.494
2015-12-28,691856.429
2015-12-29,688847.584
2015-12-30,686469.667
2015-12-31,635232.317
2016-01-01,549334.251
2016-01-02,614370.924
2016-01-03,619728.026
2016-01-04,704966.605
2016-01-05,701386.909
2016-01-06,619994.074
2016-01-07,749294.848
2016-01-08,750160.278
2016-01-09,685100.337
2016-01-10,648714.619
2016-01-11,761504.75
2016-01-12,778891.307
2016-01-13,795087.713
2016-01-14,802427.396
2016-01-15,796846.21
2016-01-16,726141.03
2016-01-17,690103.083
2016-01-18,809652.278
2016-01-19,817453.121
2016-01-20,812592.743
2016-01-21,810913.591
2016-01-22,797248.912
2016-01-23,704774.445
2016-01-24,649539.394
2016-01-25,764530.819
2016-01-26,783129.126
2016-01-27,782454.402
2016-01-28,781220.285
2016-01-29,776149.051
2016-01-30,701070.736
2016-01-31,648243.321
2016-02-01,755604.833
2016-02-02,771162.157
2016-02-03,774920.755
2016-02-04,779636.335
2016-02-05,778440.4
2016-02-06,708475.865
2016-02-07,654892.273
2016-02-08,764576.899
2016-02-09,776296.4
2016-02-10,779057.216
2016-02-11,770145.265
2016-02-12,772155.474
2016-02-13,694719.829
2016-02-14,648984.261
2016-02-15,783874.49
2016-02-16,804822.875
2016-02-17,819617.781
2016-02-18,823891.322
2016-02-19,809709.545
2016-02-20,719890.582
2016-02-21,661995.391
2016-02-22,769236.13
2016-02-23,775844.287
2016-02-24,782909.849
2016-02-25,773022.654
2016-02-26,787433.867
2016-02-27,730652.05
2016-02-28,671872.845
2016-02-29,766564.788
2016-03-01,782435.271
2016-03-02,780440.745
2016-03-03,776053.071
2016-03-04,776287.283
2016-03-05,701814.836
2016-03-06,657322.151
2016-03-07,797057.198
2016-03-08,800620.964
2016-03-09,813456.131
2016-03-10,806943.774
2016-03-11,790478.931
2016-03-12,707083.567
2016-03-13,655003.476
2016-03-14,780217.235
2016-03-15,792756.102
2016-03-16,788127.677
2016-03-17,785951.92
2016-03-18,776984.922
2016-03-19,695002.995
2016-03-20,644667.695
2016-03-21,758215.411
2016-03-22,758874.659
2016-03-23,742133.988
2016-03-24,645171.744
2016-03-25,601008.215
2016-03-26,622066.484
2016-03-27,563666.749
2016-03-28,652080.331
2016-03-29,717409.352
2016-03-30,722449.298
2016-03-31,737927.173
2016-04-01,741458.89
2016-04-02,672655.24
2016-04-03,629069.4
2016-04-04,744085.306
2016-04-05,760497.377
2016-04-06,745920.411
2016-04-07,738810.264
2016-04-08,741091.847
2016-04-09,663840.188
2016-04-10,618589.05
2016-04-11,733820.471
2016-04-12,749723.748
2016-04-13,737981.093
2016-04-14,734656.04
2016-04-15,725628.052
2016-04-16,656666.187
2016-04-17,600865.508
2016-04-18,708728.644
2016-04-19,730879.617
2016-04-20,734992.037
2016-04-21,725975.418
2016-04-22,718425.772
2016-04-23,639355.867
2016-04-24,588258.41
2016-04-25,696704.796
2016-04-26,710869.658
2016-04-27,717645.536
2016-04-28,717950.891
2016-04-29,713568.969
2016-04-30,637483.106
2016-05-01,563400.989
2016-05-02,643269.665
2016-05-03,700908.897
2016-05-04,706336.716
2016-05-05,709504.363
2016-05-06,710229.085
2016-05-07,639234.355
2016-05-08,593675.127
2016-05-09,705132.32
2016-05-10,720107.983
2016-05-11,718238.093
2016-05-12,717601.264
2016-05-13,711552.092
2016-05-14,635350.364
2016-05-15,579221.135
2016-05-16,650838.585
2016-05-17,692297.232
2016-05-18,707385.95
2016-05-19,706583.408
2016-05-20,707601.689
2016-05-21,641344.714
2016-05-22,589691.238
2016-05-23,688905.12
2016-05-24,706604.309
2016-05-25,712517.096
2016-05-26,709833.502
2016-05-27,709426.086
2016-05-28,641484.124
2016-05-29,584034.921
2016-05-30,687161.189
2016-05-31,704587.279
2016-06-01,709821.213
2016-06-02,714223.82
2016-06-03,716319.971
2016-06-04,646944.397
2016-06-05,597053.3
2016-06-06,713229.237
2016-06-07,742877.039
2016-06-08,757700.186
2016-06-09,768283.205
2016-06-10,757204.213
2016-06-11,673474.394
2016-06-12,618100.688
2016-06-13,757302.953
2016-06-14,769256.56
2016-06-15,756149.223
2016-06-16,719361.642
2016-06-17,713638.415
2016-06-18,653385.417
2016-06-19,601705.707
2016-06-20,717719.773
2016-06-21,748639.036
2016-06-22,758119.967
2016-06-23,754454.312
2016-06-24,718649.229
2016-06-25,685908.782
2016-06-26,625080.91
2016-06-27,751353.712
2016-06-28,778861.467
2016-06-29,780388.228
2016-06-30,785078.65
2016-07-01,780837.638
2016-07-02,706129.917
2016-07-03,656564.101
2016-07-04,773366.894
2016-07-05,799505.67
2016-07-06,804016.097
2016-07-07,791608.63
2016-07-08,800680.755
2016-07-09,732130.485
2016-07-10,681645.652
2016-07-11,819684.185
2016-07-12,820246.74
2016-07-13,791222.123
2016-07-14,775029.946
2016-07-15,764830.789
2016-07-16,693162.532
2016-07-17,641482.386
2016-07-18,779960.407
2016-07-19,806888.322
2016-07-20,822375.658
2016-07-21,823543.175
2016-07-22,800629.932
2016-07-23,704385.142
2016-07-24,647520.055
2016-07-25,752032.203
2016-07-26,818352.397
2016-07-27,822449.75
2016-07-28,820121.774
2016-07-29,815377.908
2016-07-30,732718.3
2016-07-31,664770.94
2016-08-01,777384.598
2016-08-02,795394.433
2016-08-03,803662.631
2016-08-04,804104.371
2016-08-05,784604.624
2016-08-06,697986.2
2016-08-07,643890.722
2016-08-08,751791.103
2016-08-09,762030.919
2016-08-10,733011.752
2016-08-11,727538.224
2016-08-12,730090.998
2016-08-13,669486.783
2016-08-14,618083.966
2016-08-15,634293.631
2016-08-16,725863.746
2016-08-17,742268.85
2016-08-18,753826.937
2016-08-19,759782.417
2016-08-20,703791.583
2016-08-21,641309.798
2016-08-22,762760.617
2016-08-23,783001.233
2016-08-24,780686.398
2016-08-25,773709.221
2016-08-26,773725.147
2016-08-27,707641.549
2016-08-28,667416.359
2016-08-29,796215.291
2016-08-30,800502.558
2016-08-31,801022.91
2016-09-01,803389.649
2016-09-02,809913.744
2016-09-03,736925.654
2016-09-04,694795.32
2016-09-05,842846.51
2016-09-06,866776.887
2016-09-07,858146.014
2016-09-08,807734.766
2016-09-09,799280.135
2016-09-10,715186.71
2016-09-11,661045.075
2016-09-12,791191.528
2016-09-13,783754.966
2016-09-14,738149.671
2016-09-15,723970.41
2016-09-16,720649.983
2016-09-17,654478.968
2016-09-18,604760.487
2016-09-19,711885.025
2016-09-20,733659.067
2016-09-21,732473.375
2016-09-22,738113.746
2016-09-23,731463.797
2016-09-24,649254.897
2016-09-25,597556.409
2016-09-26,716854.246
2016-09-27,738751.337
2016-09-28,739398.371
2016-09-29,732205.833
2016-09-30,728244.707
2016-10-01,651121.153
2016-10-02,599357.533
2016-10-03,713722.319
2016-10-04,736563.205
2016-10-05,739209.623
2016-10-06,734532.619
2016-10-07,714661.239
2016-10-08,645857.154
2016-10-09,595450.276
2016-10-10,702192.053
2016-10-11,708551.978
2016-10-12,614952.398
2016-10-13,698269.323
2016-10-14,700725.5
2016-10-15,630819.619
2016-10-16,587220.739
2016-10-17,707123.678
2016-10-18,725283.946
2016-10-19,723832.962
2016-10-20,722614.729
2016-10-21,716440.745
2016-10-22,648315.218
2016-10-23,602822.429
2016-10-24,711498.925
2016-10-25,725039.13
2016-10-26,722845.864
2016-10-27,720293.62
2016-10-28,715101.758
2016-10-29,634760.631
2016-10-30,601760.466
2016-10-31,641173.28
2016-11-01,592700.95
2016-11-02,700034.861
2016-11-03,714618.903
2016-11-04,725239.796
2016-11-05,654135.048
2016-11-06,599781.048
2016-11-07,726988.501
2016-11-08,759834.872
2016-11-09,758837.182
2016-11-10,760570.145
2016-11-11,754886.367
2016-11-12,676028.351
2016-11-13,624556.818
2016-11-14,745517.292
2016-11-15,768876.712
2016-11-16,764875.128
2016-11-17,763284.774
2016-11-18,758921.427
2016-11-19,678258.742
2016-11-20,637187.678
2016-11-21,753839.724
2016-11-22,773927.367
2016-11-23,780114.325
2016-11-24,783884.245
2016-11-25,789820.774
2016-11-26,713319.307
2016-11-27,658685.061
2016-11-28,771003.798
2016-11-29,790572.445
2016-11-30,788671.898
2016-12-01,785876.617
2016-12-02,777112.039
2016-12-03,706542.519
2016-12-04,655254.736
2016-12-05,732588.135
2016-12-06,677358.021
2016-12-07,737830.564
2016-12-08,666087.206
2016-12-09,715348.606
2016-12-10,675950.2
2016-12-11,645628.368
2016-12-12,769010.839
2016-12-13,795442.136
2016-12-14,802700.25
2016-12-15,806790.24
2016-12-16,801241.44
2016-12-17,714042.418
2016-12-18,676308.34
2016-12-19,806323.246
2016-12-20,810406.693
2016-12-21,802393.776
2016-12-22,789108.615
2016-12-23,750541.415
2016-12-24,648853.885
2016-12-25,567295.699
2016-12-26,623100.605
2016-12-27,716949.53
2016-12-28,725000.592
2016-12-29,725599.158
2016-12-30,724521.677
2016-12-31,667164.602
2017-01-01,598777.485
2017-01-02,737399.953
2017-01-03,790181.976
2017-01-04,787400.021
2017-01-05,755093.902
2017-01-06,647771.64
2017-01-07,705200.674
2017-01-08,694080.263
2017-01-09,821910.33
2017-01-10,846224.728
2017-01-11,824245.639
2017-01-12,815386.868
2017-01-13,811110.239
2017-01-14,747715.593
2017-01-15,703889.662
2017-01-16,824373.113
2017-01-17,847797.77
2017-01-18,884984.52
2017-01-19,888001.932
2017-01-20,866315.684
2017-01-21,770045.766
2017-01-22,712918.725
2017-01-23,836812.562
2017-01-24,843533.481
2017-01-25,848770.002
2017-01-26,856403.657
2017-01-27,842428.081
2017-01-28,743673.98
2017-01-29,689587.651
2017-01-30,798149.713
2017-01-31,798037.782
2017-02-01,796445.506
2017-02-02,800036.205
2017-02-03,789355.647
2017-02-04,706102.119
2017-02-05,659565.875
2017-02-06,777153.624
2017-02-07,783937.826
2017-02-08,793018.604
2017-02-09,801543.878
2017-02-10,810352.774
2017-02-11,736084.836
2017-02-12,678862.766
2017-02-13,785841.799
2017-02-14,788796.954
2017-02-15,775997.157
2017-02-16,778586.428
2017-02-17,772198.016
2017-02-18,701068.722
2017-02-19,650002.868
2017-02-20,763104.063
2017-02-21,773555.684
2017-02-22,769927.659
2017-02-23,774783.049
2017-02-24,768733.485
2017-02-25,689257.508
2017-02-26,639555.818
2017-02-27,741530.72
2017-02-28,746053.565
2017-03-01,759946.768
2017-03-02,763569.898
2017-03-03,774329.746
2017-03-04,706427.594
2017-03-05,650806.971
2017-03-06,742278.676
2017-03-07,750454.903
2017-03-08,738763.446
2017-03-09,733773.192
2017-03-10,722061.344
2017-03-11,646815.723
2017-03-12,603914.043
2017-03-13,738362.394
2017-03-14,751881.092
2017-03-15,737002.077
2017-03-16,733165.208
2017-03-17,725396.333
2017-03-18,647495.696
2017-03-19,596769.468
2017-03-20,696202.895
2017-03-21,735184.495
2017-03-22,752498.769
2017-03-23,765141.794
2017-03-24,777112.401
2017-03-25,702109.452
2017-03-26,615279.047
2017-03-27,752452.857
2017-03-28,749190.56
2017-03-29,740480.155
2017-03-30,730169.661
2017-03-31,726136.892
2017-04-01,660366.042
2017-04-02,612970.34
2017-04-03,717886.98
2017-04-04,731511.346
2017-04-05,729483.28
2017-04-06,726582.898
2017-04-07,720099.808
2017-04-08,651738.634
2017-04-09,597656.302
2017-04-10,695538.758
2017-04-11,707219.894
2017-04-12,694467.17
2017-04-13,605880.528
2017-04-14,559752.619
2017-04-15,590162.907
2017-04-16,559525.843
2017-04-17,616373.08
2017-04-18,696190.048
2017-04-19,716827.223
2017-04-20,715778.602
2017-04-21,713856.583
2017-04-22,648300.654
2017-04-23,593441.183
2017-04-24,679709.918
2017-04-25,718206.582
2017-04-26,727071.917
2017-04-27,736488.013
2017-04-28,731294.805
2017-04-29,657607.178
2017-04-30,601945.005
2017-05-01,576647.958
2017-05-02,684555.249
2017-05-03,716650.525
2017-05-04,720216.639
2017-05-05,717887.944
2017-05-06,645258.772
2017-05-07,591291.214
2017-05-08,701838.514
2017-05-09,719220.916
2017-05-10,722357.998
2017-05-11,720311.77
2017-05-12,713437.711
2017-05-13,641735.646
2017-05-14,588756.865
2017-05-15,689107.047
2017-05-16,727065.784
2017-05-17,726868.807
2017-05-18,725202.736
2017-05-19,710927.215
