fechaGeneracion,Carbon,CicloCombinado,Cogeneracion,Eolica,FuelGas,Hidroeolica,Hidraulica,MotorDiesel,Nuclear,OtrasRenovables,SolarFotovoltaica,SolarTermica,TurbinaGas,TurbinaVapor,TurbinaBombeo,ResiduosNoRenov,ResiduosRenov,UnidadMedida,GeneracionTotal
2011-01-01,63539.183,142852.659,60034.044,30530.962,-49.996,0,132922.642,9421.646,156043.256,9422.6,6383.971,689.682,635.928,6335.737,0,3476.619,2075.125,MWh,624314.058
2011-01-02,63250.905,105985.984,67987.652,120932.782,-50.202,0,122475.16,9583.46,155946.404,9735.174,9681.929,906.356,760.919,7312.269,0,3541.8645,1974.4885,MWh,680025.1450000001
2011-01-03,99351.269,220507.008,89705.195,77934.616,-23.273,0,146861.638,10031.223,155911.784,9724.737,12336.11,635.974,1936.269,8551.252,0,3601.8935,1996.4985,MWh,839062.1939999999
2011-01-04,115105.686,203996.354,93111.247,104022.723,-10.819,0,145876.053,10024.313,156264.172,9832.04,8502.068,965.016,2079.062,8355.284,0,3409.972,1783.813,MWh,863316.9839999998
2011-01-05,71928.723,111598.224,90420.805,200221.686,-21.856,0,158946.134,10067.259,156313.258,10526.449,7503.855,888.609,1454.871,8234.295,0,3482.283,1746.282,MWh,833310.877
2011-01-06,35683.285,46310.01,82709.58,245505.116,-27.723,0,113777.357,9333.282,156229.065,10088.734,7973.16,975.861,699.833,6348.352,0,3529.218,1903.012,MWh,721038.1420000001
2011-01-07,17857.011,70449.884,89561.998,246623.026,-35.12,0,152748.931,9780.654,156177.38,10213.047,6040.79,461.934,1524.594,8351.865,0,3802.4325,2115.4855,MWh,775673.912
2011-01-08,17472.956,61482.133,72959.723,223431.282,-50.389,0,168621.592,9620.914,156046.388,9987.633,10013.567,770.881,1052.18,7380.82,0,3869.799,2137.051,MWh,744796.53
2011-01-09,34226.907,90546.928,73945.379,80447.512,-50.752,0,204595.949,9224.088,155990.366,10269.674,8183.869,796.955,685.401,6550.783,0,3782.0205,2080.5215,MWh,681275.6009999999
2011-01-10,65683.642,160652.802,90820.873,150019.513,-25.235,0,197918.309,9852.483,156129.262,10316.311,12363.129,1442.41,1414.186,8060.863,0,3492.7865,1882.8945,MWh,870024.2290000002
2011-01-11,69502.794,124937.735,89980.328,223293.296,-26.415,0,185025.871,9758.37,156061.534,10223.863,10850.116,1363.157,1589.09,7948.165,0,3673.9,2018.79,MWh,896200.5940000002
2011-01-12,86406.191,152604.364,89984.374,142467.613,-34.086,0,202143.83,9630.341,156094.579,10431.924,13008.145,1990.08,2811.718,7323.103,0,3708.3455,2038.7675,MWh,880609.289
2011-01-13,92169.485,200500.187,90364.825,68664.456,-38.446,0,201526.893,9701.372,156084.16,10207.895,14824.775,2119.993,2285.421,8376.021,0,3711.801,2063.512,MWh,862562.35
2011-01-14,96583.462,203128.986,92723.416,63606.71,-29.271,0,206585.314,9887.739,133149.449,9936.655,14776.875,1982.74,2271.272,8000.933,0,3868.6045,2174.5255,MWh,848647.41
2011-01-15,75605.457,147188.932,75716.558,61480.274,-50.013,0,193344.5,9678.454,131592.873,9634.69,14858.926,2082.36,1425.842,7335.01,0,3903.6505,2185.4955,MWh,735983.0089999998
2011-01-16,70150.582,91135.875,74818.089,91327.457,-50.011,0,178296.178,9293.884,131729.591,10034.829,13531.557,1638.528,610.812,6886.171,0,3951.412,2237.917,MWh,685592.871
2011-01-17,105589.519,227632.469,89147.577,49734.524,-16.245,0,194387.868,9667.405,131722.735,9547.527,11938.225,1512.935,1453.343,8671.992,0,3973.856,2230.466,MWh,847194.1960000001
2011-01-18,114530.616,265698.459,89832.258,51680.349,-22.106,0,188743.329,9757.27,131503.116,9606.506,9375.866,978.734,1977.473,8289.519,0,3640.374,2187.669,MWh,887779.4320000001
2011-01-19,116054.041,256348.42,89967.805,48808.207,-11.764,0,177209.518,9793.818,154347.909,9818.94,9045.897,1599.538,2146.359,8542.105,0,3473.1325,2162.9015,MWh,889306.8269999998
2011-01-20,95203.353,196535.871,91068.29,108776.474,-24.654,0,170360.31,9908.978,155756.388,9738.474,14671.467,2194.156,1831.267,8818.913,0,3732.485,2190.254,MWh,870762.026
2011-01-21,48090.843,122551.658,92568.681,255528.671,-11.053,0,150356.264,9986.337,155714.596,9921.023,19010.67,1713.883,2670.574,8326.302,0,3690.674,2143.483,MWh,882262.6060000001
2011-01-22,21116.101,89243.088,76808.297,259051.706,-40.151,0,160657.571,10051.245,155819.662,10008.475,17049.524,1117.194,1205.254,7833.628,0,3658.3495,2142.0395,MWh,815721.983
2011-01-23,27681.587,103286.483,77098.82,219602.679,-42.61,0,141429.849,9727.168,154811.98,9877.111,13930.81,932.603,998.447,6852.424,0,3740.058,2224.654,MWh,772152.063
2011-01-24,65493.171,187646.744,92323.443,221055.319,17.484,0,149341.163,10296.409,155812.506,10089.395,15451.664,1249.86,1981.223,7823.264,0,3657.3165,2126.3145,MWh,924365.2759999998
2011-01-25,89245.006,244437.512,92229.44,151683.095,17.759,0,161758.472,9842.488,157107.524,10005.773,12154.524,973.323,2036.862,5744.948,0,3592.1665,2070.1395,MWh,942899.0320000001
2011-01-26,103902.743,300156.17,92493.606,76800.309,14.625,0,162647.831,9936.368,160307.168,10264.214,10953.643,824.733,2747.962,7926.204,0,3499.9535,2121.6505,MWh,944597.18
2011-01-27,104661.139,304171.903,91424.713,71344.004,16.492,0,161714.086,10093.124,166113.867,9507.343,6272.503,1188.962,2193.271,7943.785,0,3782.6115,2231.2745,MWh,942659.078
2011-01-28,101385.376,280056.945,92892.632,96397.749,7.846,0,159157.085,10340.158,161348.963,9817.159,7547.895,1095.808,1474.744,8004.364,0,3801.0515,2200.9285,MWh,935528.7039999998
2011-01-29,68850.485,228301.66,77940.386,81389.835,-41.341,0,150659.269,10003.491,140675.006,10206.825,9929.075,1331.815,2288.741,8537.965,0,3580.956,2100.519,MWh,795754.6869999998
2011-01-30,71039.17,169021.796,77370.379,89450.969,-43.793,0,137171.274,9441.683,147734.31,10124.317,10836.743,1602.956,767.735,6722.76,0,3641.081,2065.924,MWh,736947.3040000001
2011-01-31,95727.019,240902.873,93322.877,121727.12,1.948,0,142252.14,9802.669,151961.627,10420.077,12255.694,1716.094,2495.79,7763.133,0,3695.8925,2064.1395,MWh,896109.093
2011-02-01,105443.299,233404.943,93047.528,161891.955,-3.396,0,119980.676,9752.781,153023.485,10267.237,18447.972,2701.953,1836.009,7369.479,0,3643.71,1976.849,MWh,922784.4799999999
2011-02-02,101856.643,221969.866,93243.844,185006.295,-6.154,0,108800.888,9690.754,153756.201,10156.709,21126.188,3890.068,1304.499,7004.803,0,3499.6665,2081.7475,MWh,923382.0180000003
2011-02-03,106076.937,243824.481,93562.427,121168.852,-16.302,0,118219.166,9133.694,154298.889,10310.88,20063.859,2642.508,1968.868,8000.237,0,3771.5165,2161.4545,MWh,895187.4670000001
2011-02-04,111282.026,253858.114,95151.204,75126.525,-18.124,0,124816.729,9532.403,155004.854,10537.962,21876.137,4188.9,2027.645,8451.667,0,3744.1475,2138.6925,MWh,877718.882
2011-02-05,109403.517,209909.2,79475.393,39079.862,-47.832,0,116680.324,9756.75,155031.49,10776.277,21663.79,4067.784,1257.272,7942.584,0,3567.726,2005.802,MWh,770569.939
2011-02-06,88164.194,197471.075,78051.328,27739.587,-49.368,0,105943.375,9387.366,154946.866,10321.675,21310.169,3369.173,624.281,6561.903,0,3657.3955,2030.2445,MWh,709529.2640000001
2011-02-07,116805.321,243313.142,93243.929,45514.678,-23.855,0,119239.078,9942.948,155010.031,9766.085,21348.699,3723.789,1629.787,7999.032,0,3732.9255,2073.2005,MWh,833318.7899999999
2011-02-08,126578.531,251602.641,91072.715,51987.311,-12.677,0,114532.169,9808.501,155047.209,9626.437,17963.845,1614.903,1853.093,8178.689,0,3700.9415,2038.2285,MWh,845592.5369999999
2011-02-09,121685.997,242086.686,92290.327,75236.321,-0.015,0,108426.883,9954.783,155084.393,9802.677,18710.504,2619.587,2061.615,8315.675,0,3749.653,2070.363,MWh,852095.4490000001
2011-02-10,118601.697,237826.517,91623.463,92507.137,-10.92,0,101436.863,9735.765,154910.441,9673.942,19844.637,3092.047,2305.026,8559.4,0,3661.71,1965.002,MWh,855732.7270000001
2011-02-11,118495.279,233685.861,93342.644,78469.27,-19.357,0,110026.247,9430.751,155034.335,10682.535,19545.324,3567.807,2256.255,8649.922,0,3815.5105,2129.7945,MWh,849112.178
2011-02-12,109298.13,200618.069,76982.872,68678.496,-44.74,0,87687.165,9441.119,154833.977,11082.309,19946.84,4159.798,1864.127,8389.658,0,3743.302,2055.518,MWh,758736.64
2011-02-13,77742.802,101993.819,75691.063,181771.274,-44.642,0,74383.21,9256.183,154643.476,10937.291,12237.394,1183.897,1604.227,7770.368,0,3645.112,2022.455,MWh,714837.9289999999
2011-02-14,105660.556,134524.872,90930.776,236498.517,-2.112,0,87476.101,9785.475,154918.58,10545.545,14914.612,1008.124,2848.268,8995.303,0,3435.4935,1996.4205,MWh,863536.5309999998
2011-02-15,127458.664,180852.957,93558.535,177230.68,-4.763,0,103919.107,9289.411,155467.406,10343.657,4798.24,594.395,2971.193,9187.637,0,3632.954,2032.808,MWh,881332.8809999999
2011-02-16,106482.935,130544.347,92437.348,256060.172,-17.387,0,95534.162,8997.838,155357.328,10093.75,9985.222,1363.684,3872.717,8605.318,0,2764.1025,1965.7315,MWh,884047.2679999999
2011-02-17,89799.072,143075.781,93867.599,248025.586,2.835,0,99097.649,9396.134,155319.462,10369.991,14389.486,1572.747,3370.843,8192.17,0,3570.2655,2000.1255,MWh,882049.746
2011-02-18,87801.882,170063.389,94730.428,186763.513,-25.161,0,101318.373,9738.254,155040.562,10846.866,19272.385,2096.709,3107.3,8519.115,0,3748.019,2102.765,MWh,855124.399
2011-02-19,73629.262,186833.848,78742.248,88983.101,-46.262,0,108623.675,9487.583,150865.069,10459.106,8821.956,904.572,2632.049,7850.009,0,3800.2655,2130.2365,MWh,733716.7180000001
2011-02-20,55976.542,90353.238,77834.87,164082.046,-46.893,0,101411.687,9218.278,155115.082,10417.249,17046.435,2467.901,1495.6,6422.04,0,3652.958,2019.675,MWh,697466.708
2011-02-21,53872.64,107486.878,92319.278,291792.964,-22.117,0,94439.408,9366.567,154800.633,10345.746,15993.94,3033.209,2002.128,7696.48,0,3740.83,2098.774,MWh,848967.358
2011-02-22,51213.982,120260.29,91469.206,272771.089,-18.09,0,108307.001,9349.761,150432.917,10329.751,17029.469,4353.72,2141.932,8167,0,3750.5995,2129.8825,MWh,851688.51
2011-02-23,84450.639,177950.277,87017.051,130304.278,-31.617,0,127017.865,9247.346,147075.838,9890.234,22041.11,6023.185,2049.878,8623.278,0,3572.5455,2180.2465,MWh,817412.1540000001
2011-02-24,103801.568,194387.336,91395.424,83204.972,-34.19,0,125240.786,9794.622,146940.783,9847.799,23028.193,6168.63,2164.71,8502.136,0,3756.377,2151.218,MWh,810350.3639999998
2011-02-25,100985.73,178309.508,94635.584,83670.142,-37.342,0,119144.314,9361.767,146930.059,10281.312,23956.222,5675.98,1540.504,8143.564,0,3664.9415,2163.1505,MWh,788425.436
2011-02-26,77965.888,88429.162,78236.493,155340.797,-49.917,0,106348.506,9262.609,146762.044,10340.712,21053.129,4395.923,1366.439,7506.61,0,3735.767,2094.613,MWh,712788.7749999998
2011-02-27,65176.727,45108.454,77511.514,217895.959,-48.475,0,99112.503,8924.918,137991.229,9880.955,18559.148,3054.555,1325.64,6569.994,0,3664.9005,2070.3345,MWh,696798.356
2011-02-28,84245.918,83288.615,93032.989,256765.307,-29.558,0,110887.369,9378.458,143047.115,10229.446,20164.069,5121.82,2427.126,8414.212,0,3667.143,2036.078,MWh,832676.107
2011-03-01,107940.266,114221.208,94683.467,213188.5,-29.562,0,130740.958,9416.528,147484.909,10430.282,22200.479,5016.551,1974.068,8439.485,0,2850.86,1243.455,MWh,869801.4540000001
2011-03-02,106222.948,151331.979,93931.053,209199.254,-30.842,0,128707.912,9405.924,147765.59,10341.304,17201.865,4088.668,2220.946,8725.37,0,3067.559,1401.647,MWh,893581.1769999998
2011-03-03,120403.363,190109.475,93835.852,123613.876,-13.047,0,152879.68,9346.273,151573.749,10499.36,13751.755,2956.797,3340.95,9016.236,0,3070.058,1544.92,MWh,885929.297
2011-03-04,127653.186,201630.241,95337.417,110132.196,-31.915,0,154513.968,9741.524,151486.727,10747.008,9781.949,1582.534,3758.834,8856.785,0,3316.8615,1626.8465,MWh,890134.162
2011-03-05,66994.88,186628.264,78498.563,100989.801,-47.906,0,121594.067,9645.897,145191.838,10341.843,16637.988,1349.846,2166.24,8680.44,0,3048.6055,1470.3385,MWh,753190.7049999998
2011-03-06,74582.753,150292.535,77687.66,57100.784,-48.659,0,111548.927,9320.158,148252.16,10064.368,20532.654,1030.716,1896.441,8204.677,0,3241.8785,1535.3495,MWh,675242.402
2011-03-07,86282.881,161053.352,92066.867,120791.146,-35.634,0,120616.91,10021.255,152869.009,9804.553,22765.871,2870.311,2441.474,8926.847,0,3427.315,1780.361,MWh,795682.5179999999
2011-03-08,78150.116,146802.703,90505.11,236910.023,-30.903,0,109496.859,10020.529,148829.27,9878.849,9667.626,1212.448,1942.944,8789.942,0,3615.2375,1938.6795,MWh,857729.4330000001
2011-03-09,97039.72,187683.756,92600.189,145798.561,-45.815,0,132322.889,10297.043,136906.116,9814.788,9475.275,834.918,2777.438,9216.206,0,3340.588,1942.343,MWh,840004.015
2011-03-10,108840.807,204825.618,94095.87,98958.218,-45.511,0,132773.323,10058.621,135781.056,9716.681,16308.087,1131.303,1351.516,8845.362,0,3501.908,1925.912,MWh,828068.7710000001
2011-03-11,105499.548,184077.391,94657.979,153964.218,-28.379,0,122159.719,10184.169,136899.192,10162.432,8513.226,815.008,2301.356,8959.224,0,3479.0985,1803.5965,MWh,843447.778
2011-03-12,98333.538,144115.479,77372.992,88593.763,-39.389,0,136660.565,9836.097,151279.72,9985.904,9874.189,1407.442,2253.334,9066.832,0,3409.076,1721.291,MWh,743870.833
2011-03-13,100829.56,115199.278,77582.042,62408.885,-44.5,0,121384.123,9439.303,151995.88,10420.544,14379.148,1167.206,1593.591,8267.906,0,3342.04,1662.017,MWh,679627.0230000002
2011-03-14,114371.577,137362.943,92190.006,166853.908,-77.595,0,121638.888,9677.278,151577.249,9390.533,7208.539,619.433,3903.31,8849.595,0,3280.571,1652.549,MWh,828498.7839999999
2011-03-15,124776.601,127045.738,91199.911,157536.901,-105.095,0,124351.692,9521.509,151426.318,9598.766,13688.62,2175.364,3284.265,9512.478,0,2824.3965,1263.3865,MWh,828100.851
2011-03-16,95074.692,100764.498,93621.341,271174.259,-90.721,0,123736.047,9962.134,151312.187,9498.58,14631.202,2948.186,3059.477,9124.272,0,2471.0185,830.8825,MWh,888118.0549999999
2011-03-17,113506.32,103664.686,94758.964,204810.058,-65.36,0,130971.128,9738.646,151137.406,9803.512,20433.355,3385.187,2834.233,8754.47,0,2391.982,862.799,MWh,856987.3859999999
2011-03-18,120314.604,126953.537,96448.407,115327.238,-51.782,0,138401.765,9747.833,144795.488,9759.647,27120.911,5456.643,1606.591,8637.308,0,2444.2555,879.4975,MWh,807841.9430000001
2011-03-19,96526.656,89375.492,80943.185,133280.993,-42.189,0,117485.847,9542.236,129164.283,10053.181,26942.64,7255.56,1445.266,8828.914,0,2450.046,821.967,MWh,714074.0769999999
2011-03-20,97611.831,76713.567,78913.165,117959.067,-42.089,0,109550.686,9042.45,129184.088,10145.514,27462.829,7302.782,1008.815,6997.649,0,2483.6175,857.0465,MWh,675191.0180000002
2011-03-21,123174.833,126326.339,94703.929,154549.267,-35.241,0,107441.319,9720.523,129240.843,9716.069,22986.501,6648.608,1651.793,8664.253,0,2516.5465,898.4865,MWh,798204.0690000001
2011-03-22,90540.664,129549.299,95647.118,194139.223,-33.197,0,109736.675,9680.457,129459.502,9759.052,17500.307,3783.109,2490.488,8413.58,0,2448.581,866.397,MWh,803981.2550000002
2011-03-23,86124.952,118776.615,93820.812,262598.185,-34.097,0,106284.781,9835.629,129376.817,9656.755,14122.661,3564.797,2180.959,8508.25,0,2406.838,882.845,MWh,848106.799
2011-03-24,86633.325,143792.684,92989.012,238147.926,-26.387,0,113323.337,10060.512,129503.237,9282.284,14503.655,2653.346,2091.049,8778.969,0,2466.489,855.453,MWh,855054.891
2011-03-25,105837.163,185115.643,94577.496,108113.17,-24.917,0,124309.365,10041.73,129481.775,10060.648,16313.444,2413.316,1488.84,8435.587,0,2536.334,900.476,MWh,799600.0700000002
2011-03-26,85454.641,124040.624,76329.568,112854.718,-43.402,0,128739.225,9262.326,122512.009,10000.985,18720.232,2713.53,2085.638,7726.521,0,2598.364,1007.646,MWh,704002.6249999999
2011-03-27,40413.857,49711.515,72531.015,230472.197,-40.653,0,87715.707,8177.302,123456.212,9168.422,17462.485,2467.712,1144.982,6369.371,0,2567.212,958.068,MWh,652575.4040000001
2011-03-28,93267.331,121344.949,91658.305,157881.922,-37.68,0,146137.68,9008.373,129416.496,8781.847,18451.693,2806.761,1340.53,8029.556,0,2696.286,1085.552,MWh,791869.601
2011-03-29,121994.196,137884.068,92717.324,144556.658,-38.86,0,142335.096,8948.675,129166.379,8614.205,18070.981,2282.065,1611.753,8115.449,0,2616.646,1189.094,MWh,820063.729
2011-03-30,115463.424,126011.935,92677.214,157821.667,-36.439,0,143566.381,8967.288,128805.755,9132.929,23055.655,6486.744,1542.64,8179.471,0,2665.9885,1157.5795,MWh,825498.2320000001
2011-03-31,117427.221,149680.436,93234.115,66816.251,-64.263,0,159237.757,9588.96,128899.949,9552.79,26895.047,8030.276,1846.183,8667.662,0,2752.2265,1293.4355,MWh,783858.0460000001
2011-04-01,97857.076,81957.768,93062.149,144306.754,-44.339,0,141466.833,9415.148,128870.535,9473.998,28367.945,8296.45,1745.441,8762.616,0,3347.3375,1567.5275,MWh,758453.2389999998
2011-04-02,83647.458,73757.132,77525.943,129311.682,-41.729,0,140668.884,9130.92,128915.463,9936.84,19756.665,2236.565,1521.57,8170.56,0,2867.988,1192.866,MWh,688598.8069999999
2011-04-03,69104.807,65845.034,76672.596,108219.416,-41.791,0,134519.669,8765.614,128785.784,10349.096,8560.531,1205.433,769.639,6474.152,0,2890.573,1154.195,MWh,623274.7479999999
2011-04-04,116978.035,120484.898,92523.215,80985.4,-39.091,0,151874.014,9360.984,128763.695,9998.647,23587.357,5209.498,1100.862,7474.55,0,3105.046,1453.823,MWh,752860.933
2011-04-05,126062.726,154050.183,90098.816,79909.61,-41.666,0,139814.546,9716.054,128717.588,8956.415,22365.233,2981.984,1176.633,7095.394,0,3609.883,1955.962,MWh,776469.361
2011-04-06,105754.983,128326.051,89654.794,127760.743,-38.361,0,136582.525,9604.144,129581.124,9102.78,21364.93,2355.12,2015.995,7127.05,0,3635.5755,2027.7615,MWh,774855.2150000002
2011-04-07,120754.217,156022.449,89566.99,81760.417,-46.3,0,132453.375,9476.395,131286.361,8960.252,26310.349,4581.774,1593.33,6866.589,0,3828.9925,2064.0335,MWh,775479.2240000002
2011-04-08,118193.556,156121.114,90762.059,52672.975,-40.403,0,137399.019,9738.569,139135.952,9696.721,27081.216,6757.488,1393.543,7143.232,0,3852.0355,2043.1035,MWh,761950.18
2011-04-09,61107.662,91526.521,73596.566,99756.079,-40.016,0,133132.213,9035.041,145613.676,9884.334,27560.972,6118.392,1017.581,6516.063,0,3775.439,1948.392,MWh,670548.915
2011-04-10,26295.416,52753.655,71484.25,171031.999,-40.264,0,111326.421,8384.973,150865.083,9452.456,26227.026,8124.879,1162.076,6183.634,0,3599.794,1798.616,MWh,648650.014
2011-04-11,58632.063,85022.323,88086.211,191878.106,-42.594,0,118400.58,9229.117,152983.246,8693.928,26201.387,8413.944,2289.609,7312.385,0,3815.3435,2069.0885,MWh,762984.737
2011-04-12,78505.65,83608.969,88964.927,199416.748,-39.139,0,108219.975,9031.349,153452.78,8822.773,27430.951,8182.314,2941.15,7772.958,0,3984.424,2262.391,MWh,782558.22
2011-04-13,109902.463,144521.388,90322.477,78526.858,-38.652,0,129186.283,9263.67,154299.473,9323.414,28352.315,8173.212,2393.853,8471.004,0,3705.4775,2279.7865,MWh,778683.022
2011-04-14,121007.481,143445.083,90376.188,90834.123,-40.971,0,120637.706,8725.288,155379.911,10111.425,27371.858,8386.32,2707.422,8854.701,0,3919.4325,2297.8415,MWh,794013.809
2011-04-15,93584.294,90645.154,93364.016,158474.763,-41.343,0,105214.685,9412.461,156284.681,10280.611,26160.721,8015.503,1736.42,8976.543,0,3979.9365,2253.0525,MWh,768341.498
2011-04-16,71542.852,60818.716,77226.965,166149.543,-40.124,0,105445.229,9554.709,154167.161,10762.661,23683.522,7114.134,776.943,7637.478,0,4008.4455,2238.1745,MWh,701086.4089999999
2011-04-17,69795.588,65121.928,76425.712,111854.129,-39.395,0,92775.586,9084.407,156442.913,10532.691,27522.081,7697.776,971.289,7597.782,0,4054.0365,2266.4365,MWh,642102.96
2011-04-18,95170.415,97869.87,91774.038,133929.191,-40.097,0,108863.545,9554.3,156473.289,10555.16,23805.511,3513.201,1525.222,8247.988,0,4015.073,2258.931,MWh,747515.6369999999
2011-04-19,103663.264,120571.716,92015.343,106212.089,-40.148,0,123925.832,9970.845,156544.63,10398.143,15231.815,913.426,1478.753,8312.873,0,4016.794,2273.7,MWh,755489.075
2011-04-20,74787.066,130965.052,91342.619,130355.401,-41.198,0,117863.645,9721.376,156578.603,10303.744,17768.413,1399.023,1459.713,8297.664,0,3808.1735,2096.7395,MWh,756706.0339999999
2011-04-21,59609.967,77199.639,87061.967,147034.223,-40.1,0,97465.415,9453.971,156555.043,10603.589,11805.828,832.645,690.107,7063.125,0,4000.5425,2236.6395,MWh,671572.601
2011-04-22,51175.467,76351.104,82806.346,94127.846,-40.449,0,109255.464,9283.631,156547.902,10490.685,14800.235,1049.368,357.267,6145.445,0,3847.704,2152.426,MWh,618350.4410000001
2011-04-23,55650.345,113552.211,71752.366,40583.253,-39.375,0,119076.897,9282.673,156468.377,10436.819,16020.994,652.965,524.856,6722.056,0,3934.8155,2146.8915,MWh,606766.1440000001
2011-04-24,42424.108,64730.254,71203.694,104398.424,-39.745,0,88458.36,8985.441,156445.458,10240.379,17018.807,2429.962,821.554,5774.584,0,3915.988,2153.849,MWh,578961.1170000001
2011-04-25,55381.691,70483.785,86135.119,126264.298,-40.372,0,93684.089,9306.068,156218.17,10232.794,19031.188,3826.015,1458.75,7989.918,0,3811.1635,2069.3415,MWh,645852.018
2011-04-26,98227.081,89360.809,89481.353,145929.862,-42.094,0,98451.008,9052.91,155840.314,10157.182,25156.783,5883.628,1508.389,8525.688,0,3921.5225,2205.6425,MWh,743660.0780000001
2011-04-27,118291.145,93511.221,90239.021,118110.475,-41.42,0,97928.128,9295.498,155444.853,10865.9,27888.046,6371.955,2001.42,8676.917,0,4024.824,2184.252,MWh,744792.235
2011-04-28,118771.65,131210.228,90534.783,84494.903,-42.807,0,112496.319,9156.438,155017.328,10838.017,26243.833,5720.027,1792.735,8044.877,0,3737.2885,1938.9585,MWh,759954.578
2011-04-29,122941.307,141196.083,90932.545,65760.487,-43.495,0,122737.284,9211.535,155040.1,10861.481,14215.034,753.644,1663.109,8559.704,0,3742.287,1972.122,MWh,749543.227
2011-04-30,100901.895,100380.869,74978.303,54409.034,-44.254,0,108614.466,8951.063,153357.815,10939.514,14802.086,638.476,701.18,7635.516,0,3483.888,1705.195,MWh,641455.046
2011-05-01,43121.865,76716.441,68934.352,70898.083,-41.836,0,107164.289,8362.143,144163.165,10644.895,20719.075,1490.178,546.553,6024.06,0,3172.6085,1540.7095,MWh,563456.581
2011-05-02,68817.531,131986.063,85614.682,49315.594,-40.271,0,115740.495,9227.209,143691.25,10487.212,17629.345,1438.471,1947.444,7131.193,0,2747.261,1053.176,MWh,646786.6550000001
2011-05-03,86245.318,146510.107,88310.778,88012.749,-42.16,0,108231.049,9373.81,143269.325,10312.744,23037.232,4451.327,1923.802,7013.442,0,2613.0735,967.6505,MWh,720230.2470000001
2011-05-04,116637.41,159695.085,88249.312,55190.793,-41.192,0,107210.561,9305.104,142108.65,10374.468,26624.601,4830.378,2654.843,5897.286,0,3327.3735,1622.1475,MWh,733686.8200000001
2011-05-05,128765.819,167008.005,88628.629,54030.091,-42.15,0,105214.778,9326.333,120421.412,10516.017,26777.489,6402.658,3137.83,5912.805,0,3220.6105,1620.9515,MWh,730941.2779999999
2011-05-06,91754.049,114213.199,89901.984,193786.211,-41.16,0,88511.384,9269.771,107139.802,10470.251,22347.137,2434.546,2122.061,6816.863,0,3273.001,1612.715,MWh,743611.814
2011-05-07,60873.342,79200.218,74488.324,206020.742,-41.056,0,89275.115,9205.395,93508.408,10622.564,15531.95,2791.725,997.866,7155.158,0,3358.1735,1610.3955,MWh,654598.32
2011-05-08,59775.665,78056.828,73356.957,114968.165,-40.703,0,98377.421,8531.035,95806.344,10729.195,29785.209,7442.275,551.411,5404.956,0,3337.375,1593.217,MWh,587675.3499999999
2011-05-09,118421.145,142570.604,89323.577,67296.97,-42.054,0,114192.537,9239.13,95031.662,10751.712,30031.116,9009.771,1096.376,7026.62,0,3224.5035,1602.2195,MWh,698775.889
2011-05-10,103287.234,143281.34,90152.85,122227.879,-39.391,0,108257.3,9493.23,95632.002,10507.741,29788.159,9109.764,1394.246,8593.185,0,3256.717,1576.461,MWh,736518.7169999998
2011-05-11,118798.581,162993.557,88774.363,105960.779,-30.279,0,103223.319,9496.8,114314.945,10099.582,25194.778,4857.221,2002.038,7985.932,0,2774.3715,1170.3335,MWh,757616.3210000001
2011-05-12,131895.128,154505.812,87963.594,121030.663,-30.486,0,92360.071,9650.271,121063.17,9609.191,23231.412,4040.528,2383.946,7468.239,0,3254.2845,1627.7765,MWh,770053.6000000001
2011-05-13,127000.171,164921.413,88636.384,82563.997,-37.602,0,99947.778,9737.525,121105.684,10491.311,23504.803,4853.548,1542.882,7841.933,0,3009.8245,1634.0645,MWh,746753.7159999998
2011-05-14,56413.449,79379.615,72262.934,163903.122,-37.709,0,95585.207,9375.274,121080.668,10818.666,24898.075,6768.857,1414.979,6923.617,0,2108.1275,1623.5865,MWh,652518.4679999999
2011-05-15,18025.695,50448.42,73196.461,234819.651,-38.003,0,76799.756,9073.835,104909.587,10221.027,26831.555,7526.301,1058.997,5912.931,0,2091.306,1639.809,MWh,622517.328
2011-05-16,44695.323,139795.14,88698.399,140998.285,-38.124,0,107321.924,8934.008,95801.922,9366.328,26621.297,4474.827,837.832,7798.914,0,1713.5485,1338.9665,MWh,678358.5900000001
2011-05-17,114633.889,156991.488,87924.449,88016.989,-39.185,0,92740.894,8895.61,115197.748,9459.817,23328.824,3254.232,1123.745,8208.386,0,1145.669,701.137,MWh,711583.692
2011-05-18,111701.741,155666.83,89996.369,137134.965,-38.047,0,82612.267,8880.661,120569.875,9488.268,17245.276,988.383,1568.069,7840.307,0,2111.79,1568.582,MWh,747335.336
2011-05-19,133935.528,171811.496,90024.245,83606.426,-35.191,0,91319.053,8546.645,120764.794,9650.803,17129.996,1344.317,2320.104,7310.194,0,2133.372,1610.396,MWh,741472.178
2011-05-20,140584.167,187762.563,90485.208,49331.215,-37.419,0,90106.087,8917.292,108041.217,10188.925,25769.458,5234.305,1730.254,7375.809,0,2085.047,1585.528,MWh,729159.6560000002
2011-05-21,132741.438,153169.302,73898.813,33382.033,-38.283,0,79860.891,8552.59,97489.679,9653.022,28335.182,8293.245,1578.172,7319.021,0,2118.447,1635.006,MWh,637988.5580000001
2011-05-22,91526.835,102088.379,73304.833,81500.098,-38.046,0,71898.275,8313.446,106487.859,9550.115,27634.081,7658.756,652.072,5901.172,0,2100.4785,1623.7865,MWh,590202.14
