fecha,Carbon_NR,CicloCombinado_NR,Cogeneracion_NR,Eolica_R,FuelGas_NR,Hidroeolica_R,Hidraulica_R,MotorDiesel_NR,Nuclear_NR,OtrasRenovables_R,SolarFotovoltaica_R,SolarTermica_R,TurbinaGas_NR,TurbinaVapor_NR,TurbinaBombeo_NR,ResiduosNoRenov_NR,ResiduosRenov_R,GeneracionTotal,Año,Mes,Dia,DiaSemana,SumaGeneracion_NoRenovables,SumaGeneracion_Renovables,SumaGeneracionTotal,Porcentaje_NoRenovable,Porcentaje_Renovable,valordemanda,carbon,ciclocombinado,cogeneracion,fuelgas,motordiesel,turbinagas,turbinavapor,residuosnorenov,emisionestotal,emisionespormwh,precipitacionesmedia,horassolmedia,temperaturamedia,temperaturamaxmedia,temperaturaminmedia,rachamedia,vientovelmedia,humedadrelmedia,humedadrelmaxmedia,humedadrelminmedia,presionmaxmedia,presionminmedia
2014-04-04,37351.408,43794.722,55959.576,274534.424,0.0,0.0,162312.056,8129.986,170320.502,8492.369,25029.462,6431.921,1754.36,4070.991,0.0,3951.1605,1063.1825,803191.944,2014,4,4,5,325332.7055,477863.41449999996,803196.1199999999,40.5,59.5,736254.344,35486.038,20698.831,0,0.0,6621.28,1246.676,3623.182,948.278,89888.923,0.1119146222412808,1.4703187250996017,6.3404040404040405,11.510176125244618,16.105675146771038,6.909784735812133,12.055662650602411,3.9513126491646777,70.06719367588933,90.20781893004116,51.565843621399175,965.494696969697,958.5416666666666
2014-04-05,30107.533,46758.516,46627.162,178766.059,0.0,0.0,166509.567,8086.879,163876.106,8735.19,21749.287,5182.537,1373.565,3591.131,0.0,4112.982,1083.318,686555.89,2014,4,5,6,304533.874,382025.9580000001,686559.8320000002,44.36,55.64,652680.7,28604.184,21422.634,0,0.0,6587.115,866.38,3196.107,987.115,79381.857,0.1156232990732917,0.284472049689441,6.8389999999999995,14.89127906976744,19.850968992248063,9.928100775193798,9.423684210526316,2.8374701670644393,72.3069306930693,91.43380855397149,55.4867617107943,967.7458646616541,963.8210526315789
2014-04-06,30533.821,52892.233,46094.225,86797.986,0.0,0.0,162667.309,8050.252,170159.213,8605.494,30461.437,12742.556,1195.579,3488.116,0.0,4075.24,1120.132,618879.695,2014,4,6,7,316488.679,302394.914,618883.593,51.14,48.86,589577.188,29009.139,23437.049,0,0.0,6554.175,705.181,3104.423,978.058,81303.83,0.131372592535937,0.02775590551181102,10.211,15.95597609561753,22.551593625498008,9.35597609561753,8.053980099502487,2.306714628297362,65.33267716535433,93.02100840336135,44.51890756302521,967.8706349206349,964.5198412698413
2014-04-07,48670.679,57273.89,61098.595,118006.008,0.0,0.0,181746.474,8001.283,170355.586,8311.616,31317.294,25556.493,2182.844,4068.512,0.0,4122.3485,1124.6355,721832.0769999999,2014,4,7,1,355773.7375,366062.5204999999,721836.2579999999,49.29,50.71,695245.653,46239.147,25642.228,0,0.0,6556.554,1727.195,3620.976,989.364,107992.931,0.149609492901491,0.3312992125984252,9.123,16.245703125,22.90390625,9.5806640625,9.337317073170732,2.5483091787439616,63.513888888888886,90.8997955010225,42.922290388548056,967.8038167938931,963.4656488549618
2014-04-08,56378.16,55780.093,64028.466,101289.745,0.484,0.0,209818.911,8048.454,170387.72,8390.765,30943.052,26665.743,3201.147,4103.543,0.0,3887.33,996.017,743919.63,2014,4,8,2,365815.397,378104.233,743919.63,49.17,50.83,708460.074,53561.16699999999,24879.601,0,3.295,6614.413,2876.06,3652.153,932.959,116850.46499999998,0.1570740444098779,0.048031496062992125,9.41980198019802,15.591634241245137,21.75758754863813,9.422762645914398,7.9249400479616305,2.3136690647482014,64.21021611001964,89.13157894736842,45.5748987854251,969.7207407407408,966.4044444444445
2014-04-09,65122.376,60783.113,64518.453,77959.975,0.0,0.0,210644.444,7672.363,170348.712,8891.007,27455.4,13960.628,2421.112,4789.349,0.0,4499.3195,1497.4695,720559.679,2014,4,9,3,380154.7975,340408.92350000003,720563.721,52.76,47.24,707245.888,61868.142,26712.439,0,0.0,6303.442,1922.049,4262.521,1079.837,126665.443,0.1757875810866736,0.1568588469184891,9.495098039215685,16.087084148727985,22.98160469667319,9.191976516634051,8.777053140096617,2.32799043062201,61.830708661417326,88.0920245398773,41.486707566462165,968.5097744360902,964.3556390977444
2014-04-10,58364.202,79597.315,63347.151,99340.53,0.0,0.0,189199.242,8048.124,170256.897,8687.761,27798.129,16510.776,2176.646,4105.341,0.0,4298.925,1348.411,733075.4359999999,2014,4,10,4,390194.601,342884.84900000005,733079.4500000001,53.23,46.77,699405.903,55447.874,34214.959,0,0.001,6621.077,1618.924,3653.753,1031.742,126660.247,0.1727792813398811,1.4641732283464566,8.271844660194175,17.23558994197292,23.923597678916828,10.548936170212766,10.687651331719128,2.5929078014184395,61.06237816764133,86.38787878787879,40.28686868686869,966.4133333333333,961.8274074074073
2014-04-11,58575.642,50067.72,59717.671,140779.935,0.0,0.0,191109.507,7925.479,170176.603,8693.209,25960.344,17103.486,1953.0,4426.516,0.0,4677.8145,1762.6955,742925.6850000002,2014,4,11,5,357520.4455,385409.17649999994,742929.622,48.12,51.88,702090.736,55648.738,23138.87,0,0.0,6524.036,1230.634,3939.599,1122.676,114297.268,0.1538475116794488,0.821031746031746,6.938235294117647,16.43091976516634,21.85088062622309,11.013307240704501,10.198777506112469,2.776271186440678,65.3399209486166,89.16803278688525,46.45286885245902,964.2355555555556,959.9881481481481
2014-04-12,38119.907,40415.064,43391.411,122750.373,0.0,0.0,182304.62,8189.84,170161.311,8683.845,25548.694,11950.145,2075.506,5176.14,0.0,4607.134,1773.469,665143.7390000001,2014,4,12,6,312136.31299999997,353011.146,665147.459,46.93,53.07,634639.561,36215.771,19012.566,0,0.0,6678.408,1595.162,4606.765,1105.712,85703.12,0.1288490216097486,0.9298804780876494,7.572,14.761764705882353,19.862745098039216,9.657254901960783,9.587990196078431,2.665859564164649,71.58546168958743,92.31352459016394,52.85860655737705,967.5156716417911,961.784328358209
2014-04-13,37475.089,50041.331,42209.012,79891.33,0.0,0.0,167069.825,7862.99,170177.875,8661.48,32111.82,21232.164,1625.246,5158.117,0.0,4657.545,1916.686,630086.78,2014,4,13,7,319207.205,310883.305,630090.51,50.66,49.34,575829.276,35603.187,21707.142,0,0.0,6426.113,1138.971,4590.724,1117.811,86623.37099999998,0.1374784771710334,0.06067193675889328,10.35,15.841747572815533,22.51864077669903,9.16368932038835,8.863990267639902,2.4690072639225185,64.59448818897638,93.61212121212121,44.375757575757575,968.2014705882352,964.3963235294117
2014-04-14,43754.016,53303.307,54462.217,88270.56,0.0,0.0,205069.905,7804.949,169869.874,9059.439,25433.535,8279.116,3014.672,6423.575,0.0,4923.0115,2064.7075,681729.1330000001,2014,4,14,1,343555.62150000007,338177.26249999995,681732.8840000001,50.39,49.61,672606.871,41568.196,23265.242,0,0.0,6359.829,2785.469,5716.982,1181.522,101572.884,0.1489930224237607,0.1258,8.561616161616161,16.110196078431375,22.368823529411767,9.848431372549019,8.565196078431372,2.454854368932039,62.15415019762846,88.11704312114989,44.459958932238195,965.9548872180451,961.7669172932331
2014-04-15,62045.419,68278.406,59742.59,27243.669,0.0,0.0,217520.534,8146.847,169771.171,8863.573,26870.28,16049.427,2775.825,6599.926,0.0,4890.164,1992.145,680786.392,2014,4,15,2,382250.348,298539.628,680789.976,56.15,43.85,686222.998,58945.024,28823.405,0,0.0,6663.647,2419.199,5873.934,1173.639,126601.03299999998,0.1859629312332082,0.2934,8.2009900990099,16.96379647749511,23.089041095890412,10.839334637964773,7.650980392156862,1.9291970802919707,62.53081510934393,87.89387755102041,43.82244897959184,964.85,961.785294117647
2014-04-16,60697.987,76002.282,58320.711,23093.957,0.0,0.0,204249.529,8471.13,169426.587,9357.739,30495.519,21239.901,2485.39,6384.256,0.0,4679.669,1776.22,676677.139,2014,4,16,3,386468.01200000005,290212.865,676680.8770000001,57.11,42.89,676455.071,57664.801,31691.171,0,0.0,6915.699,2150.327,5681.988,1123.121,127388.977,0.1882566583943661,0.1,10.513,16.883561643835616,23.91115459882583,9.856360078277888,7.387775061124694,1.9340632603406325,61.17391304347826,89.75102040816327,41.09795918367347,967.084962406015,963.884962406015
2014-04-17,49605.803,42175.364,48792.451,66117.177,0.0,0.0,173468.394,8003.992,169207.209,9072.427,31370.215,23643.311,1852.712,5859.551,0.0,4644.346,1787.6,635596.798,2014,4,17,4,330141.428,305459.12399999995,635600.5519999999,51.94,48.06,599027.422,47127.091,18961.96,0,0.0,6543.35,1283.442,5215.0,1114.642,98786.616,0.1554234009844713,0.03537549407114624,10.068686868686868,16.809980430528373,23.699412915851273,9.918590998043053,7.955717761557178,2.225,58.359437751004016,87.82617586912066,38.120654396728014,968.679104477612,965.079104477612
2014-04-18,28832.885,47708.822,44160.813,76626.872,0.0,0.0,141376.423,7917.404,169028.078,8803.373,30931.312,18788.302,1711.27,4804.786,0.0,5148.114,2255.317,588090.184,2014,4,18,5,309312.172,278781.599,588093.771,52.6,47.4,544232.57,27392.848,20849.927,0,0.0,6470.662,1132.633,4276.26,1235.547,78138.986,0.1328690532947239,0.048221343873517786,10.531632653061223,16.41111111111111,23.673684210526318,9.150682261208578,8.908536585365853,2.55710843373494,55.43625498007968,83.8109756097561,36.69512195121951,965.4511278195489,960.209022556391
2014-04-19,29669.812,47525.206,41475.024,116529.85,0.0,0.0,138244.688,8222.436,168721.301,8489.741,20717.821,3634.098,2016.754,5680.788,0.0,5162.481,2276.955,598363.3539999999,2014,4,19,6,308473.802,289893.153,598366.9550000001,51.55,48.45,571007.538,28187.956,20995.002,0,0.0,6695.101,1506.42,5055.901,1238.995,79439.885,0.1327619488542408,3.8172344689378757,5.65204081632653,15.082156862745098,20.380784313725492,9.789041095890411,10.69387254901961,3.116058394160584,67.892,92.0965092402464,49.119096509240244,961.1446969696971,954.3742424242424
2014-04-20,29960.264,48174.397,39104.487,128172.78,0.0,0.0,124086.19,7780.56,168592.701,8309.856,18929.724,1304.508,1767.107,5276.276,0.0,5156.4685,2309.5325,588921.2670000001,2014,4,20,7,305812.26050000003,283112.59049999993,588924.851,51.93,48.07,545741.747,28463.873,21156.211,0,0.0,6373.949,1182.166,4695.886,1237.553,77969.34199999999,0.1323934902150511,5.153893442622951,4.571717171717172,12.957843137254901,16.600392156862746,9.317450980392156,9.993398533007335,2.915496368038741,75.4484126984127,93.4610655737705,58.217213114754095,955.9977443609023,952.6105263157895
2014-04-21,35717.307,58434.779,48424.419,80815.6,0.0,0.0,162034.653,8155.817,168633.284,8098.867,17572.502,1641.234,2805.425,6343.657,0.0,5116.417,2260.688,606051.039,2014,4,21,1,333631.10500000004,272423.544,606054.649,55.05,44.95,602651.961,33933.149,25155.775,0,0.0,6671.307,2209.301,5645.855,1227.94,93244.607,0.1538560302674441,5.200858369098713,4.214942528735632,12.67288503253796,16.586984815618223,8.761605206073753,9.429700272479563,2.5163727959697733,79.25726141078839,94.68045977011494,60.44367816091954,958.7306306306307,952.6567567567567
2014-04-22,44044.643,47810.009,54550.754,134955.299,0.0,0.0,161632.46,8191.02,168436.286,8368.082,27519.175,13932.158,2919.967,6328.014,0.0,4404.642,1493.936,684582.5040000001,2014,4,22,2,336685.335,347901.1099999999,684586.445,49.18,50.82,675742.025,41844.273,21159.389,0,0.0,6678.146,2469.052,5631.932,1057.114,99569.192,0.1454451310371204,0.9392079207920793,7.262376237623762,13.33996062992126,18.354133858267716,8.323228346456693,9.616791979949875,2.968689320388349,68.88142292490119,93.59876543209876,49.40946502057613,966.4320895522387,957.6977611940298
2014-04-23,48797.015,57864.124,60565.085,84761.877,0.0,0.0,174173.575,7861.386,168209.62,9400.567,27031.401,11155.462,2395.944,6082.224,0.0,5062.8115,2110.6425,665467.669,2014,4,23,3,356838.2095,308633.5245,665471.7339999999,53.62,46.38,681691.573,46359.119,24722.335,0,0.0,6442.848,1877.795,5413.179,1215.075,109045.08299999998,0.1638623303275759,0.8992110453648915,8.322549019607843,13.99549019607843,19.51529411764706,8.470980392156862,9.77216748768473,2.6613138686131386,67.17058823529412,92.19715447154472,47.829268292682926,969.1537313432837,965.460447761194
2014-04-24,47309.624,37473.433,60155.028,148651.698,0.0,0.0,170755.189,7954.311,168092.335,9628.888,24272.298,9678.861,2313.767,5565.026,0.0,5157.807,2244.842,699248.849,2014,4,24,4,334021.33099999995,365231.77599999995,699253.1069999998,47.77,52.23,697692.061,44946.135,17119.501,0,0.0,6474.908,1588.849,4952.873,1237.874,99179.051,0.1418365595336146,4.136633663366337,6.500990099009901,13.08,17.938235294117646,8.222745098039216,13.484975369458127,3.508695652173913,73.17288801571709,93.25153374233129,48.70961145194274,967.8818181818182,962.3075757575758
2014-04-25,36483.234,26872.882,53627.096,277424.857,0.0,0.0,109986.161,8187.338,167952.086,9357.504,32879.174,23151.642,2179.075,5380.695,0.0,5010.5015,2104.2185,760592.5129999999,2014,4,25,5,305692.90750000003,454903.55650000006,760596.4640000002,40.19,59.81,699581.948,34660.841,13114.167,0,0.0,6654.283,1382.396,4788.819,1202.52,82181.32200000001,0.1080490809406639,2.381496062992126,8.792,11.91750972762646,16.934046692607005,6.901167315175097,12.772303921568628,4.124697336561743,61.34705882352941,88.47676767676768,43.48888888888889,968.1353383458646,963.6428571428571
2014-04-26,29441.944,22991.987,40591.981,261213.047,0.0,0.0,93254.907,8118.406,161986.596,8741.5,24312.286,14208.106,1714.566,4992.237,0.0,4928.377,2043.013,678535.1570000001,2014,4,26,6,274766.094,403772.859,678538.953,40.49,59.51,637368.45,27971.46100000001,11507.047,0,0.0,6595.452,1079.464,4443.091,1182.81,68204.278,0.1005169404950965,1.5265346534653466,6.7326530612244895,13.764161849710984,19.003468208092485,8.521965317919074,12.36231884057971,3.76378896882494,69.13529411764706,88.9559118236473,52.02204408817635,967.1947761194031,962.4723880597015
2014-04-27,28098.026,27834.913,39917.827,215559.88,0.0,0.0,84854.238,7248.492,161089.468,8337.252,33717.808,20663.691,1475.417,4802.371,0.0,4951.801,2042.201,640589.792,2014,4,27,7,275418.315,365175.07,640593.385,42.99,57.01,578188.988,26694.75,13044.971,0,0.0,5864.738,931.521,4274.11,1188.432,67167.296,0.1048522733874597,0.6099415204678362,9.454081632653061,13.783720930232558,19.27021276595745,8.297480620155039,11.752289156626505,3.9117224880382775,56.64950495049505,88.25806451612904,37.541414141414144,965.3744360902256,962.6443609022556
2014-04-28,48144.332,39542.942,58249.666,162246.006,0.0,0.0,143915.659,7969.252,165330.961,9524.722,31750.69,27632.153,2107.966,5589.116,0.0,4760.508,1973.598,708733.8409999999,2014,4,28,1,331694.743,377042.82800000004,708737.571,46.8,53.2,675926.405,45738.717,17857.225,0,0.0,6479.041,1389.544,4974.313,1142.521,99716.23399999998,0.1406963068947063,0.5742574257425742,8.575257731958763,15.112085769980506,20.756140350877192,9.47037037037037,10.37820823244552,3.2660194174757278,62.47140039447732,86.07692307692308,46.32388663967611,965.3916666666667,962.5818181818182
2014-04-29,71326.217,60273.353,63059.774,100137.838,0.982,0.0,155627.271,8236.98,167164.272,10566.629,32221.678,27265.477,2660.907,5352.607,0.0,4477.255,1761.382,710132.6219999999,2014,4,29,2,382552.347,327580.275,710132.622,53.87,46.13,698324.827,67761.425,25499.052,0,3.368,6690.307,2000.965,4763.82,1074.542,131756.193,0.1855374459899125,0.6178988326848249,8.77979797979798,15.761583011583012,21.74913294797688,9.776254826254826,9.232451923076923,2.726252983293556,63.44705882352941,89.23293172690764,45.37274549098196,964.8172932330826,962.2791044776119
2014-04-30,76335.509,49458.363,63148.057,83179.051,0.0,0.0,149598.144,7900.966,166972.774,10793.971,31476.723,27992.796,2710.075,5299.769,0.0,4596.756,2055.775,681514.9070000001,2014,4,30,3,376422.26900000003,305096.46,681518.729,55.23,44.77,695055.117,72520.25899999999,21545.663,0,0.001,6462.556,1724.042,4716.794,1103.221,132068.79799999998,0.1937871008300629,0.3559288537549407,8.564646464646465,16.3468992248062,21.905038759689923,10.788565891472867,9.24903381642512,2.8040865384615383,62.81422924901186,88.4989898989899,45.09090909090909,964.0440298507463,961.2820895522389
2014-05-01,49464.169,49115.041,42323.711,79726.488,0.0,0.0,99717.674,7919.036,166738.363,10270.144,32806.893,28401.631,1639.541,4319.489,0.0,4251.625,2207.444,578897.606,2014,5,1,4,325770.97500000003,253130.274,578901.2490000001,56.27,43.73,574575.225,46992.41899999999,21192.216,0,0.0,6436.261,856.919,3844.345,1020.389,96425.55899999998,0.1665675552992354,0.3513307984790875,9.388,16.225698324022346,21.971694599627558,10.481005586592179,9.481294964028777,2.812589073634204,61.562130177514796,87.83495145631068,44.54368932038835,968.0333333333333,964.7704545454545
2014-05-02,35508.777,47656.981,47459.491,198891.406,0.0,0.0,87139.552,8157.56,161116.128,10323.194,33057.78,27806.377,2057.604,5949.945,0.0,3700.1895,1645.9075,670467.3019999999,2014,5,2,5,311606.6755,358864.2165,670470.892,46.48,53.52,620746.391,33734.815,21048.516,0,0.0,6637.392,1463.392,5295.451,888.045,87102.21800000001,0.1299127007986439,0.2944550669216061,10.157,15.424202626641652,20.73827392120075,10.108630393996247,11.61170731707317,3.8442307692307693,57.071005917159766,83.2770137524558,41.92927308447937,968.1916030534352,964.9648854961831
2014-05-03,33343.637,41776.825,43629.096,211971.91,0.0,0.0,83586.514,8052.589,145249.565,10192.041,34761.032,29522.354,2342.222,4817.569,0.0,3244.779,1375.955,653862.601,2014,5,3,6,282456.282,371409.80600000004,653866.088,43.2,56.8,605799.623,31677.944,18793.445,0,0.0,6567.263,1855.72,4287.636,778.747,80539.811,0.1231754360577047,0.04158790170132325,11.464646464646465,15.067225325884545,21.37007434944238,8.76610800744879,10.391346153846154,3.492326139088729,53.76482213438735,81.17281553398058,37.377906976744185,967.0878787878788,963.3469696969697
2014-05-04,37186.259,55733.72,45553.999,98105.485,0.0,0.0,98013.784,7988.999,145417.509,9773.794,34601.844,29708.796,2261.738,4018.798,0.0,3321.139,1226.411,572908.852,2014,5,4,7,301482.1610000001,271430.114,572912.2750000001,52.62,47.38,563664.444,35328.415,23871.286,0,0.0,6519.581,1646.899,3576.73,797.073,89050.504,0.1554357271477453,0.002448210922787194,11.863,15.49369202226345,23.049165120593692,7.946196660482375,8.29095238095238,2.494075829383886,49.574803149606296,82.82330097087379,31.836893203883495,966.2639097744361,961.712030075188
2014-05-05,85089.054,74517.932,60357.858,90756.504,0.0,0.0,123731.42,8309.093,145516.391,9452.248,33323.59,28977.961,3357.389,4187.971,0.0,3792.1295,1621.9655,672987.8410000001,2014,5,5,1,385127.8175,287863.6885,672991.506,57.23,42.77,678581.394,80836.11899999999,31499.902,0,0.0,6750.255,2962.411,3727.294,910.111,149622.078,0.2223250835820078,0.014638783269961977,10.770999999999999,16.893071161048688,24.58558052434457,9.20056179775281,9.028467153284671,2.6692307692307695,51.91865079365079,82.43333333333334,35.1843137254902,964.6305343511451,961.5625954198473
2014-05-06,105547.983,83212.493,65592.914,109197.613,0.0,0.0,119850.145,8431.624,145567.647,9546.08,29977.374,27657.119,2070.588,4990.242,0.0,4249.1805,1931.3935,717818.7619999999,2014,5,6,2,419662.67150000005,298159.7245,717822.3960000001,58.46,41.54,700899.003,100272.11,34762.301,0,0.0,6841.495,1233.299,4441.315,1019.804,173495.631,0.2416983787336558,0.07197696737044146,7.529,17.612172284644195,23.770973782771538,11.458614232209737,9.450120481927712,2.767710843373494,56.38019801980198,82.87524366471735,40.03508771929825,967.1621212121212,963.0098484848485
2014-05-07,121708.903,107058.115,67755.095,51957.505,0.0,0.0,130666.089,8296.87,145559.063,10002.293,27096.523,16799.366,2143.565,4764.846,0.0,4253.4715,1978.8295,700036.5079999999,2014,5,7,3,461539.9285,238500.60550000003,700040.534,65.93,34.07,706480.5,115624.963,43585.86,0,0.0,6736.22,1308.588,4240.713,1020.834,198264.11400000003,0.2832196774514509,0.023518164435946464,7.937,17.891932457786115,23.989118198874298,11.802251407129457,7.941346153846154,2.3178997613365158,59.24409448818898,84.92941176470588,42.04705882352941,968.2595419847328,964.9786259541985
2014-05-08,128886.189,83110.16,67680.235,64988.213,0.0,0.0,125098.32,7675.981,145356.33,10467.851,30505.555,23112.341,2209.098,4493.909,0.0,4755.376,1943.413,700279.4640000002,2014,5,8,4,444167.2779999999,256115.69299999997,700282.9709999999,63.43,36.57,707922.031,122443.40100000004,34680.327,0,0.0,6207.989,1460.128,3999.579,1141.292,195651.206,0.2793901807179084,0.0726235741444867,9.52079207920792,18.27289719626168,24.445233644859815,12.100186915887852,8.980815347721823,2.709263657957244,60.13861386138614,86.912109375,42.806640625,969.1162962962962,966.0837037037037
2014-05-09,133820.505,82411.997,68896.57,64651.021,0.0,0.0,124682.171,8143.587,145328.474,10940.851,31969.809,26803.327,2306.652,4145.791,0.0,4119.454,1986.338,710203.1380000002,2014,5,9,5,449173.0300000001,261033.517,710206.547,63.25,36.75,706395.755,127130.957,34333.337,0,0.0,6605.386,1528.045,3689.754,988.669,200456.845,0.2822528291898366,0.014528301886792452,9.551485148514852,18.92070895522388,25.259141791044776,12.586940298507463,8.254567307692309,2.483932853717026,59.49704142011834,86.6588693957115,43.461988304093566,970.8194029850747,968.2544776119404
2014-05-10,137242.89,54287.784,57190.957,65583.243,0.0,0.0,106357.072,7416.428,145303.651,10655.536,30491.068,24743.082,1939.073,3934.776,0.0,4288.923,1996.091,651427.206,2014,5,10,6,411604.482,239826.09199999998,651430.574,63.18,36.82,640171.174,130382.146,23710.927,0,0.0,6011.469,1202.691,3501.951,1029.342,187571.09,0.2879386802890145,0.3599624060150376,9.387878787878787,19.480185185185185,26.065185185185186,12.90074074074074,9.143269230769231,2.7260765550239237,58.415841584158414,85.2621359223301,41.66601941747573,969.6223880597014,966.1679104477612
2014-05-11,101542.019,53184.148,53994.696,94210.193,0.0,0.0,76747.891,7649.468,144961.442,10401.156,29978.497,25869.801,1713.92,3542.472,0.0,4451.417,2125.582,610369.117,2014,5,11,7,371039.58200000005,239333.12,610372.702,60.79,39.21,587449.9,96466.332,23084.308,0,0.0,6219.939,879.831,3152.8,1068.34,151389.535,0.2480294804954884,0.04679245283018868,9.745918367346938,18.12546468401487,23.83828996282528,12.415799256505576,9.26115107913669,2.91145584725537,58.68503937007874,85.43410852713178,40.957364341085274,969.2037593984962,965.7398496240601
2014-05-12,138305.66,60510.966,66831.736,107571.551,0.0,0.0,97618.722,8643.258,144686.828,10200.383,31579.875,29804.347,2195.237,4525.403,0.0,5362.357,2078.103,709910.544,2014,5,12,1,431061.445,278852.98099999997,709914.426,60.72,39.28,695267.242,131391.834,26505.878,0,0.0,7027.037,1502.915,4027.609,1286.965,197138.29900000003,0.2776945640069265,0.6307400379506641,9.361616161616162,16.918587360594795,23.039591078066913,10.796654275092937,9.654567307692307,2.8564593301435406,58.330708661417326,84.60852713178295,42.25387596899225,968.215037593985,964.306015037594
2014-05-13,117184.597,40788.128,67028.408,178769.007,0.0,0.0,83979.983,8590.466,145285.82,10393.003,30908.638,29842.528,2903.444,4817.773,0.0,5436.2995,2088.5355,728012.533,2014,5,13,2,392034.9355,335981.6945,728016.63,53.85,46.15,711132.734,111326.828,19341.906,0,0.0,6981.578,2444.668,4287.818,1304.711,171158.304,0.2351035129775712,0.15855513307984792,10.163636363636364,15.494716981132077,21.099433962264154,9.893018867924528,10.477184466019418,3.517464114832536,56.09920634920635,84.95463510848126,39.98224852071006,973.6580152671755,966.5687022900763
2014-05-14,91600.24,41494.647,67856.7,204023.047,0.0,0.0,81673.285,8349.256,145497.925,10085.997,31545.706,29318.763,2745.927,4848.44,0.0,5713.3585,2033.7255,726782.6749999999,2014,5,14,3,368106.4935,358680.52349999995,726787.017,50.65,49.35,711151.12,87021.742,19625.17,0,0.0,6818.501,2039.804,4315.112,1371.206,146977.081,0.2022297532064863,0.0033834586466165413,11.358585858585858,15.963703703703702,22.88574074074074,9.039259259259259,10.24200477326969,3.4611374407582938,51.241176470588236,81.55192307692307,34.52884615384615,974.1810606060606,970.9530303030303
2014-05-15,90993.641,43461.071,68182.146,196984.435,0.0,0.0,77732.491,8565.395,145645.881,10746.592,33131.053,28360.479,2441.777,4763.951,0.0,6016.8395,2111.9395,719133.3809999998,2014,5,15,4,370070.70149999997,349066.98949999997,719137.6909999999,51.46,48.54,694727.591,86445.424,20170.088,0,0.0,6975.29,1706.735,4239.916,1444.041,146890.71,0.2042607308754591,0.0,12.027000000000001,17.138929889298893,24.14870848708487,10.130258302583027,10.585441527446301,3.537529691211401,49.09251968503937,80.35645472061657,32.53757225433526,972.0751879699249,966.7473684210526
2014-05-16,66784.237,41706.986,66844.102,235059.749,0.0,0.0,72594.036,8373.682,145785.849,10987.214,34084.547,27623.09,3164.689,4557.6,0.0,6269.932,2057.131,725888.714,2014,5,16,5,343487.077,382405.76700000005,725892.844,47.32,52.68,695090.039,63446.457,19246.089,0,0.0,6803.022,2781.571,4056.264,1504.784,123238.945,0.1697766374144232,0.005805243445692884,12.262,16.552110091743117,23.317247706422016,9.789174311926606,10.98676122931442,3.592924528301887,46.551859099804304,77.91793893129771,30.853053435114504,967.6242647058823,962.9125
2014-05-17,67682.677,36199.272,53453.451,188770.213,0.0,0.0,70681.827,8409.816,145827.999,10762.682,33105.72,26583.997,2158.386,4957.913,0.0,6183.2675,2080.9065,656854.03,2014,5,17,6,324872.7815,331985.3454999999,656858.1269999999,49.46,50.54,624012.76,64299.982,16667.48,0,0.0,6838.302,1568.614,4412.543,1483.984,115583.217,0.1759648441222169,0.04202626641651032,11.611881188118812,15.85221402214022,22.793726937269373,8.908856088560887,10.164608076009502,3.2216152019002373,48.95266272189349,79.727969348659,33.224137931034484,964.4296296296296,960.4925925925926
2014-05-18,73454.461,54143.83,55536.667,100582.884,0.0,0.0,77176.386,8085.708,145838.484,11021.357,29477.373,25304.962,1660.449,3632.127,0.0,6305.348,2107.625,594323.7170000001,2014,5,18,7,348657.074,245670.587,594327.6610000001,58.66,41.34,571279.083,69783.193,23787.169,0,0.0,6567.227,888.146,3232.593,1513.285,126875.547,0.2134788556654554,0.2732447817836812,9.615841584158416,16.33768656716418,23.132588454376165,9.543097014925374,9.513189448441247,2.7755344418052257,52.205128205128204,82.66990291262135,36.35145631067961,962.3308270676691,955.8007518796992
2014-05-19,92158.295,49519.143,66093.396,180566.525,0.0,0.0,87740.831,8649.26,145707.904,10674.715,27164.99,16467.779,2736.176,5263.441,0.0,6310.6605,2075.7105,701124.923,2014,5,19,1,376438.2755,324690.5505,701128.826,53.69,46.31,684319.597,87551.841,22427.269,0,0.0,7031.23,2207.532,4684.462,1514.559,150532.38400000002,0.214701230924578,2.2971374045801527,7.354455445544554,15.699624060150377,21.27636022514071,10.125751879699248,12.87742718446602,3.933333333333333,59.85207100591716,87.34313725490196,41.551859099804304,957.4639705882354,953.3977777777777
2014-05-20,120579.273,67082.97,67244.783,142430.576,0.0,0.0,88398.44,8767.093,145695.686,10852.186,21843.314,6612.086,3084.227,5268.614,0.0,6259.8185,2051.3785,696166.4260000001,2014,5,20,2,423982.4645,272187.9805,696170.4450000001,60.9,39.1,704588.066,114551.762,28831.562,0,0.0,7104.263,2581.419,4689.066,1502.357,184813.445,0.2654730795650292,5.393256262042389,5.600980392156862,14.790875232774674,19.295530726256985,10.288826815642459,11.849394673123488,3.391846522781775,64.30357142857143,88.51945525291829,46.03112840466926,958.2328358208955,954.6328358208956
