fecha,Carbon_NR,CicloCombinado_NR,Cogeneracion_NR,Eolica_R,FuelGas_NR,Hidroeolica_R,Hidraulica_R,MotorDiesel_NR,Nuclear_NR,OtrasRenovables_R,SolarFotovoltaica_R,SolarTermica_R,TurbinaGas_NR,TurbinaVapor_NR,TurbinaBombeo_NR,ResiduosNoRenov_NR,ResiduosRenov_R,GeneracionTotal,Año,Mes,Dia,DiaSemana,SumaGeneracion_NoRenovables,SumaGeneracion_Renovables,SumaGeneracionTotal,Porcentaje_NoRenovable,Porcentaje_Renovable,valordemanda,carbon,ciclocombinado,cogeneracion,fuelgas,motordiesel,turbinagas,turbinavapor,residuosnorenov,emisionestotal,emisionespormwh,precipitacionesmedia,horassolmedia,temperaturamedia,temperaturamaxmedia,temperaturaminmedia,rachamedia,vientovelmedia,humedadrelmedia,humedadrelmaxmedia,humedadrelminmedia,presionmaxmedia,presionminmedia
2011-01-11,69502.794,124937.735,89980.328,223293.296,0.0,0.0,185025.871,9758.37,156061.534,10223.863,10850.116,1363.157,1589.09,7948.165,0.0,3673.9,2018.79,896200.5940000002,2011,1,11,2,463451.91599999997,432775.093,896227.009,51.71,48.29,839408.056,66048.848,49488.847,0,0.0,8141.588,1871.491,7073.867,881.737,167698.923,0.1871220841882191,1.1585034013605442,4.131746031746032,10.637500000000001,14.236160714285715,7.045758928571429,11.363911845730028,3.433333333333333,81.25393258426966,94.1826923076923,66.93028846153847,969.5454545454545,963.8845454545454
2011-01-12,86406.191,152604.364,89984.374,142467.613,0.0,0.0,202143.83,9630.341,156094.579,10431.924,13008.145,1990.08,2811.718,7323.103,0.0,3708.3455,2038.7675,880609.289,2011,1,12,3,508563.01550000004,372080.3595,880643.375,57.75,42.25,831748.884,82107.798,59876.114,0,0.0,8030.004,3170.26,6517.562,890.003,194785.804,0.2211943553550228,0.09507829977628636,5.61875,11.031485587583148,15.212860310421286,6.846341463414634,7.7797222222222215,2.0868279569892474,81.30474040632055,94.38516746411483,65.86363636363636,972.4228070175438,969.3859649122807
2011-01-13,92169.485,200500.187,90364.825,68664.456,0.0,0.0,201526.893,9701.372,156084.16,10207.895,14824.775,2119.993,2285.421,8376.021,0.0,3711.801,2063.512,862562.35,2011,1,13,4,563193.2719999999,299407.5240000001,862600.796,65.29,34.71,831676.727,87583.903,77420.423,0,0.0,8090.643,2594.281,7454.659,890.833,218376.003,0.2531712669814535,0.034934497816593885,6.298461538461538,10.551203501094092,15.76652078774617,5.337855579868709,5.890027700831025,1.5618666666666667,79.40715883668904,94.75764705882352,59.87764705882353,971.3139130434784,966.244347826087
2011-01-14,96583.462,203128.986,92723.416,63606.71,0.0,0.0,206585.314,9887.739,133149.449,9936.655,14776.875,1982.74,2271.272,8000.933,0.0,3868.6045,2174.5255,848647.41,2011,1,14,5,549613.8614999999,299062.81950000004,848676.6809999999,64.76,35.24,828355.713,91775.135,78494.348,0,0.0,8238.628,2393.798,7120.83,928.465,224192.896,0.2641767280006192,0.04644444444444444,6.677966101694915,10.168791208791209,15.801758241758241,4.52967032967033,6.028969359331477,1.6005434782608696,77.86818181818182,94.3175355450237,56.71090047393365,970.5973451327434,966.3141592920354
2011-01-15,75605.457,147188.932,75716.558,61480.274,0.0,0.0,193344.5,9678.454,131592.873,9634.69,14858.926,2082.36,1425.842,7335.01,0.0,3903.6505,2185.4955,735983.0089999998,2011,1,15,6,452446.7765,283586.24549999996,736033.0219999999,61.47,38.53,740276.289,71845.18,57729.298,0,0.0,8082.023,1604.816,6528.159,936.877,175505.277,0.2384637618719809,0.02427616926503341,6.628571428571428,9.575938189845473,14.992935982339956,4.165418502202643,6.62986301369863,1.8051912568306012,77.4760820045558,94.381861575179,56.985680190930786,971.8185840707964,968.9070796460177
2011-01-16,70150.582,91135.875,74818.089,91327.457,0.0,0.0,178296.178,9293.884,131729.591,10034.829,13531.557,1638.528,610.812,6886.171,0.0,3951.412,2237.917,685592.871,2011,1,16,7,388576.4159999999,297066.4660000001,685642.882,56.67,43.33,690529.488,66663.241,36960.217,0,0.0,7761.588,613.921,6128.692,948.338,147506.87099999998,0.2151522824104744,0.7187919463087249,5.8,9.188962472406182,14.203524229074889,4.183664459161148,6.853314917127072,1.8580645161290323,77.78054298642535,93.14726840855107,59.11401425178147,971.6570175438596,969.2105263157895
2011-01-17,105589.519,227632.469,89147.577,49734.524,0.0,0.0,194387.868,9667.405,131722.735,9547.527,11938.225,1512.935,1453.343,8671.992,0.0,3973.856,2230.466,847194.1960000001,2011,1,17,1,577858.8960000001,269351.545,847210.4410000001,68.21,31.79,833383.099,100331.96500000004,87719.159,0,0.0,8064.354,1707.655,7718.073,953.726,240371.01100000003,0.2837259888404618,0.7736607142857144,4.5109375,9.404175824175823,14.085714285714285,4.717142857142858,6.434710743801653,1.5764075067024128,80.22799097065463,94.45283018867924,62.14858490566038,973.7034188034188,970.7384615384615
2011-01-18,114530.616,265698.459,89832.258,51680.349,0.0,0.0,188743.329,9757.27,131503.116,9606.506,9375.866,978.734,1977.473,8289.519,0.0,3640.374,2187.669,887779.4320000001,2011,1,18,2,625229.085,262572.45300000004,887801.538,70.42,29.58,854014.7,108825.396,101815.852,0,0.0,8135.8,2199.771,7377.672,873.689,263364.438,0.2966552597492481,0.9762863534675614,2.8415384615384616,8.61019955654102,12.221951219512196,4.999556541019956,5.727777777777778,1.5064864864864864,83.76537585421413,95.31190476190476,69.68809523809524,973.6728070175438,969.9517543859649
2011-01-19,116054.041,256348.42,89967.805,48808.207,0.0,0.0,177209.518,9793.818,154347.909,9818.94,9045.897,1599.538,2146.359,8542.105,0.0,3473.1325,2162.9015,889306.8269999998,2011,1,19,3,640673.5895,248645.0015,889318.591,72.04,27.96,852744.069,110272.796,98264.346,0,2.933,8164.747,2356.496,7602.473,833.552,261685.10900000003,0.2942573935733432,0.2551801801801802,3.1203125,8.714412416851442,12.09268292682927,5.337028824833703,6.177272727272728,1.7239130434782608,83.40546697038724,95.17942583732058,69.71291866028709,968.9821428571429,966.032142857143
2011-01-20,95203.353,196535.871,91068.29,108776.474,0.0,0.0,170360.31,9908.978,155756.388,9738.474,14671.467,2194.156,1831.267,8818.913,0.0,3732.485,2190.254,870762.026,2011,1,20,4,562855.545,307931.135,870786.68,64.64,35.36,848133.382,90465.068,76047.09,0,0.0,8262.096,2095.408,7848.833,895.795,220220.239,0.2529051938698116,0.35413870246085016,5.6546875,7.622075055187638,12.265562913907285,2.986092715231788,8.33526170798898,2.193029490616622,75.61467889908256,94.97613365155131,51.56563245823389,968.7327433628319,965.5973451327434
2011-01-21,48090.843,122551.658,92568.681,255528.671,0.0,0.0,150356.264,9986.337,155714.596,9921.023,19010.67,1713.883,2670.574,8326.302,0.0,3690.674,2143.483,882262.6060000001,2011,1,21,5,443599.66500000004,438673.99399999995,882273.659,50.28,49.72,869535.482,45708.515,48668.064,0,0.0,8323.075,2609.174,7410.409,885.762,148783.273,0.1686383079008111,0.23525498891352548,7.733333333333333,4.645175438596491,8.721710526315789,0.5668859649122807,11.740217391304347,3.7074666666666665,57.731818181818184,83.17176470588235,38.69647058823529,969.5643478260869,966.9408695652173
2011-01-22,21116.101,89243.088,76808.297,259051.706,0.0,0.0,160657.571,10051.245,155819.662,10008.475,17049.524,1117.194,1205.254,7833.628,0.0,3658.3495,2142.0395,815721.983,2011,1,22,6,365735.6245000001,450026.5095,815762.1340000001,44.83,55.17,811255.532,21070.525,36328.266,0,0.0,8373.899,1217.103,6971.929,878.003,104030.466,0.1275317671560164,0.40931263858093125,6.563793103448275,3.018061674008811,7.30352422907489,-1.25978021978022,11.431903485254693,3.5417553191489364,56.45977011494253,77.98823529411764,39.22352941176471,967.8,963.2298245614035
